customer_id,customer_name,customer_segment,country,kyc_risk,pep_flag,expected_monthly_volume,total_alerts,escalated_alerts,total_alerted_amount,avg_alert_risk,unique_risk_categories,unique_risk_drivers,total_transactions,total_transaction_amount,high_risk_geo_transactions,unique_counterparties,repeat_alert_flag,multi_risk_flag,high_risk_geo_ratio,financial_crime_risk_score,financial_crime_risk_level
CUST10154,Customer 0155,Consumer,United States,Medium,0,21398.29,1.0,0.0,10135.43,6.0,1.0,1.0,19,129147.35,11,19,0,0,0.5789473684210527,28.0,Low
CUST10155,Customer 0156,Consumer,United States,Medium,0,20485.51,2.0,1.0,241227.49000000002,45.5,1.0,2.0,24,297286.17,8,24,0,0,0.3333333333333333,37.0,Moderate
CUST10156,Customer 0157,Commercial,India,Low,0,7885.7,4.0,1.0,149211.15,51.75,3.0,4.0,19,259389.43,3,19,1,1,0.15789473684210525,57.3,Moderate
CUST10157,Customer 0158,Consumer,United States,Low,0,9463.48,1.0,0.0,69972.81,27.0,1.0,1.0,26,312853.12,10,26,0,0,0.38461538461538464,21.0,Low
CUST10158,Customer 0159,Consumer,Mexico,Medium,0,26826.84,1.0,1.0,102450.95,41.0,1.0,1.0,34,340595.85,12,34,0,0,0.35294117647058826,33.0,Moderate
CUST10159,Customer 0160,Consumer,United Arab Emirates,Medium,0,7988.61,0.0,0.0,0.0,0.0,0.0,0.0,15,144060.31,4,15,0,0,0.26666666666666666,22.7,Low
CUST10160,Customer 0161,Consumer,India,Medium,1,6625.56,1.0,0.0,165781.7,46.0,1.0,1.0,24,324584.06,12,24,0,0,0.5,40.0,Moderate
CUST10161,Customer 0162,Small Business,Russia,High,0,4754.8,4.0,0.0,73090.0,59.25,3.0,4.0,22,245388.41999999998,12,22,1,1,0.5454545454545454,73.0,High
CUST10162,Customer 0163,Commercial,Canada,Medium,0,6842.24,2.0,0.0,41256.8,40.0,2.0,2.0,34,399237.1,15,34,0,1,0.4411764705882353,47.0,Moderate
CUST10163,Customer 0164,Consumer,United States,Medium,0,14835.92,3.0,0.0,40607.91,74.0,3.0,3.0,26,332732.52999999997,15,26,1,1,0.5769230769230769,61.0,High
CUST10164,Customer 0165,Consumer,United Arab Emirates,Low,0,4676.34,1.0,1.0,12632.82,67.0,1.0,1.0,21,285488.75,12,21,0,0,0.5714285714285714,26.0,Low
CUST10165,Customer 0166,Consumer,Canada,Medium,0,10265.16,1.0,1.0,8641.05,64.0,1.0,1.0,37,424303.84,9,37,0,0,0.24324324324324326,30.7,Moderate
CUST10166,Customer 0167,Small Business,United States,High,0,4581.01,1.0,1.0,61840.81,90.0,1.0,1.0,30,333381.97000000003,16,30,0,0,0.5333333333333333,41.0,Moderate
CUST10167,Customer 0168,Consumer,Nigeria,Medium,0,20025.7,0.0,0.0,0.0,0.0,0.0,0.0,30,360107.64,8,30,0,0,0.26666666666666666,22.7,Low
CUST10168,Customer 0169,Commercial,Russia,Low,0,9164.09,0.0,0.0,0.0,0.0,0.0,0.0,27,290209.5,10,27,0,0,0.37037037037037035,17.0,Low
CUST10169,Customer 0170,Small Business,United Arab Emirates,High,0,126613.61,2.0,0.0,20496.15,31.5,2.0,2.0,26,182309.85,11,26,0,1,0.4230769230769231,55.0,Moderate
CUST10170,Customer 0171,Consumer,United States,Medium,0,11105.18,2.0,2.0,80317.0,72.5,2.0,2.0,23,242182.58000000002,8,23,0,1,0.34782608695652173,57.0,Moderate
CUST10171,Customer 0172,Commercial,United States,Low,0,11656.57,1.0,0.0,141395.23,36.0,1.0,1.0,38,359719.58,22,38,0,0,0.5789473684210527,21.0,Low
CUST10172,Customer 0173,Commercial,Canada,Medium,0,17380.96,3.0,0.0,98092.05,47.333333333333336,2.0,2.0,17,112420.52,12,17,1,1,0.7058823529411765,61.0,High
CUST10173,Customer 0174,Consumer,United States,Low,0,9223.1,2.0,1.0,36551.69,54.0,1.0,1.0,25,247061.26,9,25,0,0,0.36,30.0,Moderate
CUST10174,Customer 0175,Small Business,Nigeria,Medium,0,3228.56,1.0,0.0,79263.69,50.0,1.0,1.0,18,264129.66,4,18,0,0,0.2222222222222222,24.9,Low
CUST10175,Customer 0176,Consumer,Russia,Low,0,3859.75,1.0,1.0,69123.77,63.0,1.0,1.0,22,261132.21,8,22,0,0,0.36363636363636365,26.0,Low
CUST10176,Customer 0177,Commercial,India,Low,0,53819.42,3.0,1.0,128257.25,56.333333333333336,2.0,3.0,28,298612.33,10,28,1,1,0.35714285714285715,59.0,Moderate
CUST10177,Customer 0178,Small Business,Canada,Low,0,9726.5,1.0,0.0,2380.44,62.0,1.0,1.0,26,303512.77999999997,9,26,0,0,0.34615384615384615,21.0,Low
CUST10178,Customer 0179,Commercial,United States,Medium,0,11847.8,2.0,2.0,25331.5,65.0,2.0,2.0,26,253062.84,6,26,0,1,0.23076923076923078,54.2,Moderate
CUST10179,Customer 0180,Commercial,Russia,Low,0,22545.84,0.0,0.0,0.0,0.0,0.0,0.0,33,307167.22,11,33,0,0,0.3333333333333333,17.0,Low
CUST10180,Customer 0181,Consumer,United States,Low,0,22696.27,0.0,0.0,0.0,0.0,0.0,0.0,37,415441.69,13,37,0,0,0.35135135135135137,17.0,Low
CUST10181,Customer 0182,Small Business,Nigeria,Low,0,4577.76,2.0,1.0,30434.88,82.0,2.0,2.0,33,498242.68,15,33,0,1,0.45454545454545453,45.0,Moderate
CUST10182,Customer 0183,Commercial,Turkey,Low,0,6687.44,1.0,1.0,96823.8,83.0,1.0,1.0,21,174090.88,7,20,0,0,0.3333333333333333,26.0,Low
CUST10183,Customer 0184,Consumer,Mexico,Low,0,12665.75,3.0,1.0,147140.71,74.33333333333333,2.0,3.0,26,169360.27,13,26,1,1,0.5,59.0,Moderate
CUST10184,Customer 0185,Consumer,United States,Low,0,23244.57,3.0,0.0,218016.59,57.666666666666664,2.0,3.0,22,260980.71,12,22,1,1,0.5454545454545454,54.0,Moderate
CUST10185,Customer 0186,Consumer,China,High,0,14031.07,2.0,1.0,84567.0,51.5,1.0,1.0,20,225035.1,10,20,0,0,0.5,45.0,Moderate
CUST10186,Customer 0187,Consumer,United States,Medium,0,24828.47,1.0,0.0,28150.5,57.0,1.0,1.0,24,307869.02,12,24,0,0,0.5,28.0,Low
CUST10187,Customer 0188,Consumer,Canada,Low,0,6461.51,1.0,0.0,19398.8,67.0,1.0,1.0,22,481802.45,12,22,0,0,0.5454545454545454,21.0,Low
CUST10188,Customer 0189,Consumer,India,Medium,0,27746.29,0.0,0.0,0.0,0.0,0.0,0.0,17,208825.15,7,17,0,0,0.4117647058823529,24.0,Low
CUST10189,Customer 0190,Consumer,United States,Low,0,7526.17,4.0,0.0,102910.29999999999,47.0,3.0,3.0,19,245838.58,7,19,1,1,0.3684210526315789,58.0,Moderate
CUST10190,Customer 0191,Consumer,Canada,Low,0,6562.11,1.0,0.0,28133.47,56.0,1.0,1.0,31,366104.27,10,31,0,0,0.3225806451612903,21.0,Low
CUST10191,Customer 0192,Consumer,United States,Low,0,28221.57,1.0,1.0,8912.93,64.0,1.0,1.0,26,204227.89,13,26,0,0,0.5,26.0,Low
CUST10192,Customer 0193,Commercial,Canada,Medium,0,4098.57,0.0,0.0,0.0,0.0,0.0,0.0,18,522607.14,0,18,0,0,0.0,12.0,Low
CUST10193,Customer 0194,Consumer,Mexico,Low,0,35120.09,1.0,0.0,27361.91,79.0,1.0,1.0,26,568864.2000000001,12,26,0,0,0.46153846153846156,21.0,Low
CUST10194,Customer 0195,Consumer,Turkey,Low,0,1638.89,1.0,0.0,25493.41,48.0,1.0,1.0,25,371630.47,15,25,0,0,0.6,21.0,Low
CUST10195,Customer 0196,Small Business,United States,High,0,11568.6,4.0,2.0,104956.48,74.0,2.0,4.0,23,143188.86000000002,6,23,1,1,0.2608695652173913,81.4,Critical
CUST10196,Customer 0197,Commercial,China,Low,0,14952.74,1.0,0.0,4769.94,46.0,1.0,1.0,24,157098.44,16,24,0,0,0.6666666666666666,21.0,Low
CUST10197,Customer 0198,Small Business,Canada,Low,0,9631.9,0.0,0.0,0.0,0.0,0.0,0.0,25,442402.71,10,25,0,0,0.4,17.0,Low
CUST10198,Customer 0199,Consumer,United States,Low,0,60398.54,2.0,2.0,36731.979999999996,77.0,1.0,2.0,35,387442.92,7,35,0,0,0.2,31.0,Moderate
CUST10199,Customer 0200,Small Business,United States,Low,0,3003.9,0.0,0.0,0.0,0.0,0.0,0.0,22,188900.13,7,22,0,0,0.3181818181818182,17.0,Low
CUST10200,Customer 0201,Consumer,Nigeria,Medium,0,5053.45,4.0,1.0,60858.58,62.0,3.0,4.0,19,169125.97999999998,8,19,1,1,0.42105263157894735,70.0,High
CUST10201,Customer 0202,Consumer,Turkey,High,0,5486.24,0.0,0.0,0.0,0.0,0.0,0.0,28,395780.8,9,28,0,0,0.32142857142857145,32.0,Moderate
CUST10202,Customer 0203,Commercial,United States,Low,1,2227.61,2.0,0.0,86471.09,70.5,1.0,2.0,20,331508.51,5,20,0,0,0.25,35.0,Moderate
CUST10203,Customer 0204,Consumer,United Kingdom,Low,0,18747.53,0.0,0.0,0.0,0.0,0.0,0.0,31,310306.9,19,31,0,0,0.6129032258064516,17.0,Low
CUST10204,Customer 0205,Commercial,United Arab Emirates,Low,0,11410.78,1.0,1.0,17597.3,51.0,1.0,1.0,20,182386.94,9,20,0,0,0.45,26.0,Low
CUST10205,Customer 0206,Consumer,United States,Low,0,4233.26,0.0,0.0,0.0,0.0,0.0,0.0,17,117691.48000000001,7,17,0,0,0.4117647058823529,17.0,Low
CUST10206,Customer 0207,Commercial,United States,Medium,0,4810.13,3.0,0.0,96015.55,58.333333333333336,2.0,3.0,22,229792.94999999998,13,22,1,1,0.5909090909090909,61.0,High
CUST10207,Customer 0208,Consumer,United States,Medium,0,7252.02,1.0,0.0,20290.66,22.0,1.0,1.0,23,336100.57,7,23,0,0,0.30434782608695654,28.0,Low
CUST10208,Customer 0209,Small Business,United States,Low,0,6223.02,2.0,0.0,120363.90000000001,35.5,2.0,2.0,31,301692.43,11,31,0,1,0.3548387096774194,40.0,Moderate
CUST10209,Customer 0210,Consumer,United States,Medium,0,5597.69,1.0,1.0,7754.49,100.0,1.0,1.0,24,236204.9,8,24,0,0,0.3333333333333333,33.0,Moderate
CUST10210,Customer 0211,Consumer,United States,Medium,0,8111.67,1.0,0.0,8023.12,69.0,1.0,1.0,23,300597.6,9,23,0,0,0.391304347826087,28.0,Low
CUST10211,Customer 0212,Small Business,United States,Low,0,4185.18,0.0,0.0,0.0,0.0,0.0,0.0,22,330105.39,10,22,0,0,0.45454545454545453,17.0,Low
CUST10212,Customer 0213,Small Business,United Arab Emirates,Low,0,10225.93,0.0,0.0,0.0,0.0,0.0,0.0,21,265130.99,9,21,0,0,0.42857142857142855,17.0,Low
CUST10213,Customer 0214,Consumer,Turkey,Low,0,12193.4,0.0,0.0,0.0,0.0,0.0,0.0,22,307608.62,8,22,0,0,0.36363636363636365,17.0,Low
CUST10214,Customer 0215,Consumer,United States,Medium,0,7786.35,0.0,0.0,0.0,0.0,0.0,0.0,33,359303.26,9,33,0,0,0.2727272727272727,22.9,Low
CUST10215,Customer 0216,Consumer,United States,Low,0,17075.58,0.0,0.0,0.0,0.0,0.0,0.0,32,388452.31,9,32,0,0,0.28125,16.2,Low
CUST10216,Customer 0217,Small Business,India,Low,0,3387.93,3.0,1.0,49356.1,56.666666666666664,3.0,3.0,23,187402.43,10,23,1,1,0.43478260869565216,59.0,Moderate
CUST10217,Customer 0218,Consumer,United Arab Emirates,Low,0,23247.76,0.0,0.0,0.0,0.0,0.0,0.0,31,344161.0,13,31,0,0,0.41935483870967744,17.0,Low
CUST10218,Customer 0219,Consumer,Russia,Medium,0,1710.54,1.0,0.0,85582.27,56.0,1.0,1.0,26,188479.25,12,26,0,0,0.46153846153846156,28.0,Low
CUST10219,Customer 0220,Small Business,China,Medium,0,12436.15,1.0,0.0,14152.31,71.0,1.0,1.0,18,175060.49000000002,7,18,0,0,0.3888888888888889,28.0,Low
CUST10220,Customer 0221,Consumer,India,Low,0,10479.64,0.0,0.0,0.0,0.0,0.0,0.0,22,213989.25,7,22,0,0,0.3181818181818182,17.0,Low
CUST10221,Customer 0222,Commercial,United States,High,0,6633.22,0.0,0.0,0.0,0.0,0.0,0.0,19,205348.0,11,19,0,0,0.5789473684210527,32.0,Moderate
CUST10222,Customer 0223,Consumer,Canada,High,0,4988.78,1.0,1.0,31806.52,63.0,1.0,1.0,40,373076.63,14,40,0,0,0.35,41.0,Moderate
CUST10223,Customer 0224,Commercial,Canada,Low,0,3578.69,1.0,0.0,5601.09,50.0,1.0,1.0,24,195211.07,11,24,0,0,0.4583333333333333,21.0,Low
CUST10224,Customer 0225,Consumer,United States,Medium,0,2677.95,2.0,0.0,66761.31,57.0,1.0,1.0,34,382991.51,11,34,0,0,0.3235294117647059,32.0,Moderate
CUST10225,Customer 0226,Commercial,Turkey,Low,0,2945.3,3.0,1.0,274438.53,57.0,3.0,3.0,26,357464.15,13,26,1,1,0.5,59.0,Moderate
CUST10226,Customer 0227,Small Business,United States,Medium,1,6839.06,1.0,1.0,15853.62,41.0,1.0,1.0,18,131613.05,8,18,0,0,0.4444444444444444,45.0,Moderate
CUST10227,Customer 0228,Commercial,United States,Low,0,8037.92,2.0,0.0,45191.490000000005,51.0,1.0,2.0,22,162290.16,11,22,0,0,0.5,25.0,Low
CUST10228,Customer 0229,Consumer,Mexico,Medium,0,21725.44,3.0,1.0,344383.06,54.666666666666664,3.0,3.0,31,469284.06,17,30,1,1,0.5483870967741935,66.0,High
CUST10229,Customer 0230,Consumer,United Kingdom,High,0,1074.88,2.0,1.0,106238.75,49.5,1.0,1.0,32,307502.89999999997,18,32,0,0,0.5625,45.0,Moderate
CUST10230,Customer 0231,Consumer,United States,Low,0,13080.53,1.0,1.0,8345.75,68.0,1.0,1.0,32,548610.27,14,32,0,0,0.4375,26.0,Low
CUST10231,Customer 0232,Consumer,United Arab Emirates,Low,0,10238.82,0.0,0.0,0.0,0.0,0.0,0.0,29,394279.36,11,29,0,0,0.3793103448275862,17.0,Low
CUST10232,Customer 0233,Small Business,United Arab Emirates,Medium,0,67298.49,2.0,0.0,192753.55,55.0,1.0,1.0,16,94088.55,4,16,0,0,0.25,30.0,Moderate
CUST10233,Customer 0234,Consumer,United Arab Emirates,Low,0,9418.92,1.0,1.0,23283.7,73.0,1.0,1.0,19,241861.33,8,19,0,0,0.42105263157894735,26.0,Low
CUST10234,Customer 0235,Consumer,United States,Low,0,17101.05,0.0,0.0,0.0,0.0,0.0,0.0,20,440065.51,10,20,0,0,0.5,17.0,Low
CUST10235,Customer 0236,Consumer,Russia,Low,0,9257.83,0.0,0.0,0.0,0.0,0.0,0.0,21,221999.35,7,21,0,0,0.3333333333333333,17.0,Low
CUST10236,Customer 0237,Consumer,Mexico,Low,0,6437.67,0.0,0.0,0.0,0.0,0.0,0.0,23,296817.38,7,23,0,0,0.30434782608695654,17.0,Low
CUST10237,Customer 0238,Small Business,Mexico,Low,1,24588.69,0.0,0.0,0.0,0.0,0.0,0.0,21,281424.18,10,21,0,0,0.47619047619047616,29.0,Low
CUST10238,Customer 0239,Small Business,United States,Low,0,6168.47,1.0,1.0,10200.4,86.0,1.0,1.0,24,215875.68,7,24,0,0,0.2916666666666667,25.7,Low
CUST10239,Customer 0240,Consumer,Turkey,Low,0,1729.87,1.0,0.0,26676.48,48.0,1.0,1.0,23,229840.9,5,23,0,0,0.21739130434782608,17.7,Low
CUST10240,Customer 0241,Consumer,United States,Low,0,6440.99,2.0,1.0,92070.01000000001,55.0,2.0,2.0,26,225811.36000000002,11,26,0,1,0.4230769230769231,45.0,Moderate
CUST10241,Customer 0242,Small Business,United States,Low,0,31225.15,2.0,0.0,187807.05,64.0,1.0,2.0,28,350746.89,10,28,0,0,0.35714285714285715,25.0,Low
CUST10242,Customer 0243,Small Business,United States,Low,0,31450.11,1.0,0.0,17257.56,24.0,1.0,1.0,23,167561.66,9,23,0,0,0.391304347826087,21.0,Low
CUST10243,Customer 0244,Small Business,United Kingdom,Low,0,30249.16,0.0,0.0,0.0,0.0,0.0,0.0,20,433772.61,9,20,0,0,0.45,17.0,Low
CUST10244,Customer 0245,Consumer,United States,Medium,0,1709.22,1.0,0.0,5945.09,62.0,1.0,1.0,30,335252.86,17,30,0,0,0.5666666666666667,28.0,Low
CUST10245,Customer 0246,Consumer,United States,Medium,0,27078.84,2.0,1.0,85780.08,39.0,1.0,2.0,30,314655.25,12,30,0,0,0.4,37.0,Moderate
CUST10246,Customer 0247,Consumer,India,Low,1,3198.83,1.0,0.0,27424.07,53.0,1.0,1.0,21,372294.75,14,21,0,0,0.6666666666666666,33.0,Moderate
CUST10247,Customer 0248,Commercial,United States,Medium,0,2515.19,2.0,1.0,13755.51,44.5,2.0,2.0,24,228081.03,11,24,0,1,0.4583333333333333,52.0,Moderate
CUST10248,Customer 0249,Consumer,United States,Low,0,19394.65,2.0,1.0,108001.95999999999,68.0,2.0,2.0,16,169181.47,7,16,0,1,0.4375,45.0,Moderate
CUST10249,Customer 0250,Consumer,United States,Low,0,4197.38,1.0,0.0,35564.54,50.0,1.0,1.0,23,248953.72999999998,14,23,0,0,0.6086956521739131,21.0,Low
CUST10250,Customer 0251,Small Business,United States,Low,0,5981.99,2.0,2.0,35681.35,80.0,2.0,2.0,29,278573.46,9,29,0,1,0.3103448275862069,50.0,Moderate
CUST10251,Customer 0252,Consumer,Turkey,Low,0,9080.0,1.0,0.0,5918.11,49.0,1.0,1.0,23,375602.24,15,23,0,0,0.6521739130434783,21.0,Low
CUST10252,Customer 0253,Small Business,Nigeria,Medium,0,5101.24,6.0,4.0,90627.6,64.16666666666667,3.0,5.0,18,206760.31,6,18,1,1,0.3333333333333333,84.0,Critical
CUST10253,Customer 0254,Consumer,United States,Low,0,22330.45,2.0,2.0,38075.79,69.0,2.0,2.0,30,288476.7,11,30,0,1,0.36666666666666664,50.0,Moderate
CUST10254,Customer 0255,Consumer,China,Medium,0,15836.51,0.0,0.0,0.0,0.0,0.0,0.0,22,229448.13,10,22,0,0,0.45454545454545453,24.0,Low
CUST10255,Customer 0256,Consumer,United States,Low,0,15457.65,2.0,0.0,108211.87,65.5,2.0,2.0,26,255136.08,8,26,0,1,0.3076923076923077,40.0,Moderate
CUST10256,Customer 0257,Consumer,Canada,Medium,0,2495.86,4.0,0.0,244826.24,41.75,3.0,4.0,25,240364.5,5,25,1,1,0.2,61.0,High
CUST10257,Customer 0258,Consumer,United States,Low,0,17583.59,1.0,1.0,45957.58,82.0,1.0,1.0,25,291984.43,11,25,0,0,0.44,26.0,Low
CUST10258,Customer 0259,Consumer,United States,Low,0,8856.57,2.0,1.0,95929.63,82.0,2.0,2.0,26,330185.71,13,26,0,1,0.5,45.0,Moderate
CUST10259,Customer 0260,Commercial,United Kingdom,Medium,0,9935.82,0.0,0.0,0.0,0.0,0.0,0.0,16,232596.1,6,16,0,0,0.375,24.0,Low
CUST10260,Customer 0261,Consumer,United States,Medium,0,11660.45,1.0,1.0,38510.09,65.0,1.0,1.0,25,252972.69999999998,7,25,0,0,0.28,32.2,Moderate
CUST10261,Customer 0262,Consumer,United States,Medium,0,13151.48,1.0,0.0,189321.69,93.0,1.0,1.0,14,175729.82,7,14,0,0,0.5,28.0,Low
CUST10262,Customer 0263,Consumer,United States,High,0,21047.6,0.0,0.0,0.0,0.0,0.0,0.0,22,205593.57,6,22,0,0,0.2727272727272727,30.9,Moderate
CUST10263,Customer 0264,Consumer,Russia,Low,0,2352.44,1.0,0.0,6905.62,58.0,1.0,1.0,30,332755.36,11,29,0,0,0.36666666666666664,21.0,Low
CUST10264,Customer 0265,Small Business,United Kingdom,Low,0,17842.19,2.0,2.0,126932.47,55.0,2.0,2.0,27,205315.64,9,27,0,1,0.3333333333333333,50.0,Moderate
CUST10265,Customer 0266,Consumer,United Arab Emirates,Medium,0,2867.0,1.0,1.0,25840.8,89.0,1.0,1.0,30,271242.52,9,30,0,0,0.3,33.0,Moderate
CUST10266,Customer 0267,Consumer,Nigeria,High,0,2762.32,0.0,0.0,0.0,0.0,0.0,0.0,22,165934.49,7,22,0,0,0.3181818181818182,32.0,Moderate
CUST10267,Customer 0268,Consumer,United States,Low,0,16595.93,4.0,0.0,94803.82,55.5,2.0,4.0,27,205982.3,15,27,1,1,0.5555555555555556,58.0,Moderate
CUST10268,Customer 0269,Commercial,United Arab Emirates,Low,0,9517.76,1.0,0.0,31268.21,63.0,1.0,1.0,26,258260.73,6,25,0,0,0.23076923076923078,18.2,Low
CUST10269,Customer 0270,Small Business,United States,Medium,0,25692.82,0.0,0.0,0.0,0.0,0.0,0.0,22,275158.09,5,22,0,0,0.22727272727272727,21.1,Low
CUST10270,Customer 0271,Consumer,Turkey,Low,0,17845.43,2.0,1.0,89484.4,63.0,2.0,2.0,28,287705.53,9,28,0,1,0.32142857142857145,45.0,Moderate
CUST10271,Customer 0272,Small Business,Mexico,Medium,0,30716.96,2.0,0.0,30378.25,41.0,2.0,2.0,21,205594.13,7,21,0,1,0.3333333333333333,47.0,Moderate
CUST10272,Customer 0273,Consumer,Canada,Low,0,8062.58,3.0,1.0,26127.37,42.333333333333336,2.0,3.0,20,508936.45,11,20,1,1,0.55,59.0,Moderate
CUST10273,Customer 0274,Small Business,Canada,Low,0,3791.63,4.0,2.0,175419.81,65.75,3.0,4.0,32,441695.35000000003,17,32,1,1,0.53125,68.0,High
CUST10274,Customer 0275,Consumer,United States,Medium,0,28808.94,2.0,1.0,39512.21,43.5,2.0,2.0,16,141876.98,9,16,0,1,0.5625,52.0,Moderate
CUST10275,Customer 0276,Consumer,United States,Medium,0,9927.31,1.0,0.0,57898.13,58.0,1.0,1.0,29,491397.05,12,29,0,0,0.41379310344827586,28.0,Low
CUST10276,Customer 0277,Small Business,Turkey,Medium,1,21088.52,2.0,0.0,50723.259999999995,49.0,1.0,2.0,36,321170.48,13,36,0,0,0.3611111111111111,44.0,Moderate
CUST10277,Customer 0278,Consumer,Russia,Medium,0,5288.05,1.0,0.0,200441.68,34.0,1.0,1.0,23,144252.03,7,23,0,0,0.30434782608695654,28.0,Low
CUST10278,Customer 0279,Consumer,Mexico,Low,0,4801.78,1.0,1.0,16342.52,82.0,1.0,1.0,31,277591.49,8,31,0,0,0.25806451612903225,24.3,Low
CUST10279,Customer 0280,Small Business,United States,Low,0,30947.17,1.0,0.0,20718.48,75.0,1.0,1.0,23,206227.94,9,23,0,0,0.391304347826087,21.0,Low
CUST10280,Customer 0281,Small Business,United States,Medium,0,3728.15,1.0,0.0,22796.35,38.0,1.0,1.0,24,219750.4,9,24,0,0,0.375,28.0,Low
CUST10281,Customer 0282,Consumer,United Kingdom,Medium,0,5177.97,0.0,0.0,0.0,0.0,0.0,0.0,28,229139.53,10,28,0,0,0.35714285714285715,24.0,Low
CUST10282,Customer 0283,Commercial,United States,High,0,18896.98,1.0,0.0,12327.22,49.0,1.0,1.0,28,216984.69,10,28,0,0,0.35714285714285715,36.0,Moderate
CUST10283,Customer 0284,Consumer,United States,Medium,0,9166.0,0.0,0.0,0.0,0.0,0.0,0.0,28,438216.97,14,28,0,0,0.5,24.0,Low
CUST10284,Customer 0285,Small Business,Mexico,Low,0,18285.45,0.0,0.0,0.0,0.0,0.0,0.0,24,267272.56,9,24,0,0,0.375,17.0,Low
CUST10285,Customer 0286,Commercial,Canada,High,0,22284.44,2.0,0.0,50996.07000000001,63.0,2.0,2.0,33,358903.04,17,33,0,1,0.5151515151515151,55.0,Moderate
CUST10286,Customer 0287,Consumer,United States,Low,0,19966.87,3.0,1.0,168894.41,62.333333333333336,2.0,3.0,21,165694.52000000002,8,21,1,1,0.38095238095238093,59.0,Moderate
CUST10287,Customer 0288,Consumer,Canada,Medium,0,2835.45,3.0,0.0,105779.58,44.0,3.0,3.0,22,169405.68,7,22,1,1,0.3181818181818182,61.0,High
CUST10288,Customer 0289,Consumer,United States,Low,0,3862.58,2.0,1.0,29545.68,66.0,1.0,2.0,21,282730.64,10,21,0,0,0.47619047619047616,30.0,Moderate
CUST10289,Customer 0290,Small Business,Canada,Low,0,6885.37,1.0,0.0,48244.41,100.0,1.0,1.0,24,340448.69,9,24,0,0,0.375,21.0,Low
CUST10290,Customer 0291,Commercial,United Kingdom,Low,0,63524.66,2.0,0.0,106072.65000000001,52.0,2.0,2.0,28,367047.04,10,28,0,1,0.35714285714285715,40.0,Moderate
CUST10291,Customer 0292,Consumer,Mexico,Low,0,5351.06,1.0,1.0,51143.73,68.0,1.0,1.0,28,283462.28,9,28,0,0,0.32142857142857145,26.0,Low
CUST10292,Customer 0293,Consumer,Russia,Low,0,8789.42,1.0,1.0,7521.55,26.0,1.0,1.0,25,309347.98,10,25,0,0,0.4,26.0,Low
CUST10293,Customer 0294,Consumer,United Kingdom,Medium,0,47247.97,2.0,0.0,462529.41,40.5,1.0,2.0,23,268545.13,9,23,0,0,0.391304347826087,32.0,Moderate
CUST10294,Customer 0295,Consumer,Canada,Low,0,4401.38,1.0,0.0,46016.14,46.0,1.0,1.0,23,276384.25,7,23,0,0,0.30434782608695654,21.0,Low
CUST10295,Customer 0296,Consumer,United States,Medium,0,1193.52,1.0,0.0,23031.77,46.0,1.0,1.0,26,366944.83,8,26,0,0,0.3076923076923077,28.0,Low
CUST10296,Customer 0297,Small Business,United States,Medium,0,7152.82,4.0,1.0,122089.81,41.5,3.0,4.0,32,332457.73,18,31,1,1,0.5625,70.0,High
CUST10297,Customer 0298,Small Business,United States,Medium,0,17034.83,2.0,1.0,97885.24,55.0,2.0,2.0,24,312392.94,8,24,0,1,0.3333333333333333,52.0,Moderate
CUST10298,Customer 0299,Small Business,United States,High,0,66199.2,5.0,3.0,188542.09999999998,69.6,4.0,5.0,23,282398.36,12,23,1,1,0.5217391304347826,92.0,Critical
CUST10299,Customer 0300,Consumer,United Arab Emirates,Low,0,1989.69,3.0,0.0,49093.35,55.666666666666664,2.0,2.0,25,191894.65,7,25,1,1,0.28,53.2,Moderate
CUST10300,Customer 0301,Commercial,Mexico,Low,0,4117.18,3.0,2.0,65924.47,70.0,2.0,2.0,20,126936.19,10,20,1,1,0.5,64.0,High
CUST10301,Customer 0302,Small Business,Mexico,High,0,14656.17,0.0,0.0,0.0,0.0,0.0,0.0,25,302537.35,11,25,0,0,0.44,32.0,Moderate
CUST10302,Customer 0303,Small Business,United States,Low,0,7467.47,3.0,1.0,291235.3,59.333333333333336,2.0,3.0,26,436798.72,7,26,1,1,0.2692307692307692,57.8,Moderate
CUST10303,Customer 0304,Consumer,Nigeria,Low,0,3911.09,3.0,1.0,101147.15,62.333333333333336,2.0,3.0,16,161502.93,0,16,1,1,0.0,47.0,Moderate
CUST10304,Customer 0305,Small Business,Turkey,Low,0,4007.0,3.0,1.0,69293.31,55.666666666666664,3.0,3.0,22,342514.28,9,22,1,1,0.4090909090909091,59.0,Moderate
CUST10305,Customer 0306,Small Business,United States,Low,1,52182.42,1.0,1.0,19460.05,93.0,1.0,1.0,32,306236.71,10,32,0,0,0.3125,38.0,Moderate
CUST10306,Customer 0307,Consumer,Turkey,Medium,0,16227.75,1.0,1.0,18619.93,85.0,1.0,1.0,23,249251.17,11,23,0,0,0.4782608695652174,33.0,Moderate
CUST10307,Customer 0308,Consumer,United States,Medium,0,11657.63,1.0,0.0,47923.72,49.0,1.0,1.0,28,267757.78,11,28,0,0,0.39285714285714285,28.0,Low
CUST10308,Customer 0309,Small Business,United Kingdom,Low,0,6427.21,1.0,1.0,31996.11,83.0,1.0,1.0,34,419971.93,15,34,0,0,0.4411764705882353,26.0,Low
CUST10309,Customer 0310,Commercial,United States,Low,0,18636.38,3.0,1.0,92633.27,64.66666666666667,2.0,2.0,27,192639.7,12,27,1,1,0.4444444444444444,59.0,Moderate
