counterparty_id,connected_customers,transaction_count,total_amount,high_risk_geo_transactions,network_review_flag
CP00756,2,2,41897.58,1,0
CP00757,8,8,98787.43,4,1
CP00758,3,3,13600.52,3,0
CP00759,3,3,13331.029999999999,1,0
CP00760,2,2,47290.200000000004,0,0
CP00761,2,2,22619.8,1,0
CP00762,3,3,14963.61,1,0
CP00763,4,4,28301.94,2,0
CP00764,8,8,46351.9,2,1
CP00765,6,6,29021.18,3,1
CP00766,5,5,41131.16,4,1
CP00767,8,8,103883.59,0,0
CP00768,3,3,83130.3,0,0
CP00769,5,5,59488.14,3,1
CP00770,8,8,67431.61,5,1
CP00771,3,3,22782.449999999997,1,0
CP00772,6,6,186451.68,2,1
CP00773,5,5,74072.44,2,1
CP00774,2,2,13914.019999999999,1,0
CP00775,5,5,47758.93,2,1
CP00776,1,1,1129.57,1,0
CP00777,2,2,26255.99,0,0
CP00778,2,2,15036.210000000001,1,0
CP00779,6,6,42595.46,3,1
CP00780,11,11,212125.00000000003,2,1
CP00781,7,7,101109.26,4,1
CP00782,6,6,26583.82,2,1
CP00783,4,4,46353.65,2,0
CP00784,1,1,14552.06,0,0
CP00785,4,4,34385.75,2,0
CP00786,7,7,55925.95,3,1
CP00787,4,4,76618.9,3,0
CP00788,6,6,109163.44,3,1
CP00789,3,3,15172.63,0,0
CP00790,2,2,21042.48,2,0
CP00791,4,4,17212.23,1,0
CP00792,7,7,77343.12,3,1
CP00793,2,2,12285.83,0,0
CP00794,6,6,107122.76999999999,3,1
CP00795,5,5,96716.77,3,1
CP00796,4,4,28309.190000000002,0,0
CP00797,6,6,72812.94,3,1
CP00798,4,4,30108.059999999998,1,0
CP00799,7,7,79261.56,4,1
CP00800,1,1,12982.25,0,0
CP00801,2,2,4690.86,1,0
CP00802,6,6,82306.44,3,1
CP00803,3,3,182572.82,1,0
CP00804,5,5,78246.63,2,1
CP00805,6,6,19700.77,3,1
CP00806,5,5,43133.38,1,0
CP00807,3,3,35174.11,0,0
CP00808,3,3,61005.509999999995,1,0
CP00809,7,7,41081.28,1,0
CP00810,4,4,55362.2,2,0
CP00811,8,8,97833.14,2,1
CP00812,3,3,18997.67,0,0
CP00813,4,4,56654.28,1,0
CP00814,2,2,9040.2,0,0
CP00815,3,3,37897.97,0,0
CP00816,8,8,84485.28,4,1
CP00817,4,4,16842.3,1,0
CP00818,5,5,49367.509999999995,2,1
CP00819,7,7,110273.06,3,1
CP00820,6,6,55971.16,4,1
CP00821,3,3,42116.39,0,0
CP00822,1,1,2908.83,1,0
CP00823,3,3,27747.920000000002,0,0
CP00824,8,8,220243.51,3,1
CP00825,9,9,89775.39,4,1
CP00826,6,6,85059.62,3,1
CP00827,2,2,37050.7,0,0
CP00828,4,4,32101.32,1,0
CP00829,1,1,3337.84,0,0
CP00830,10,10,173179.46,7,1
CP00831,4,4,107327.81,2,0
CP00832,5,5,20912.67,0,0
CP00833,8,9,105062.06999999999,6,1
CP00834,6,6,71068.2,2,1
CP00835,2,2,6476.07,1,0
CP00836,8,8,42239.54,0,0
CP00837,4,4,44876.33,3,0
CP00838,2,2,9158.73,1,0
CP00839,4,4,84435.26,1,0
CP00840,7,7,48880.17,1,0
CP00841,3,3,35160.38,1,0
CP00842,8,8,82764.31,3,1
CP00843,6,6,64266.89,3,1
CP00844,2,2,6761.4,0,0
CP00845,3,3,33400.09,1,0
CP00846,5,5,72477.7,3,1
CP00847,7,7,81609.74,2,1
CP00848,4,4,30409.61,2,0
CP00849,2,2,18943.66,1,0
CP00850,5,5,33658.93,3,1
CP00851,6,6,75039.45999999999,3,1
CP00852,7,7,104580.24,3,1
CP00853,5,5,54156.54,2,1
CP00854,5,5,25700.71,2,1
CP00855,1,1,56741.46,0,0
CP00856,2,2,8209.22,1,0
CP00857,1,1,3091.94,1,0
CP00858,3,3,29416.689999999995,2,0
CP00859,4,4,24562.079999999998,2,0
CP00860,2,2,9766.89,1,0
CP00861,3,3,23540.41,3,0
CP00862,6,6,110652.5,3,1
CP00863,5,5,89352.54999999999,2,1
CP00864,1,1,4481.61,1,0
CP00865,5,5,70452.59,2,1
CP00866,10,10,46779.17,5,1
CP00867,4,4,248051.42,2,0
CP00868,3,3,102461.15999999999,2,0
CP00869,5,5,49599.73,1,0
CP00870,6,6,37707.89,4,1
CP00871,5,5,164269.27000000002,2,1
CP00872,4,4,21296.61,1,0
CP00873,1,1,5468.47,0,0
CP00874,3,3,17834.09,1,0
CP00875,4,4,53319.72,1,0
CP00876,5,5,13365.0,3,1
CP00877,8,8,26275.809999999998,3,1
CP00878,2,2,28093.74,2,0
CP00879,3,3,30843.89,1,0
CP00880,11,11,118044.13,6,1
CP00881,6,6,101815.7,2,1
CP00882,3,3,140863.62,1,0
CP00883,2,2,10503.77,1,0
CP00884,2,2,13514.689999999999,2,0
CP00885,3,3,34759.3,1,0
CP00886,5,5,84308.46,1,0
CP00887,6,6,34930.59,3,1
CP00888,8,8,88471.6,3,1
CP00889,4,4,43593.03,1,0
CP00890,2,2,26272.829999999998,1,0
CP00891,7,7,89907.53,2,1
CP00892,9,9,81488.03,4,1
CP00893,3,3,16352.439999999999,1,0
CP00894,6,6,60365.82,3,1
CP00895,4,4,18461.22,0,0
CP00896,7,7,46597.69,2,1
CP00897,4,4,26890.11,3,0
CP00898,8,8,30359.449999999997,2,1
CP00899,3,3,14125.76,1,0
CP00900,5,5,35757.55,1,0
CP00901,5,5,62914.12,3,1
CP00902,4,4,31164.43,2,0
CP00903,7,7,41361.06,4,1
CP00904,5,5,127321.64,2,1
CP00905,3,3,7791.05,0,0
CP00906,9,9,56357.07,7,1
CP00907,2,2,41379.369999999995,1,0
CP00908,5,5,92451.33,2,1
CP00909,8,8,75563.12999999999,1,0
CP00910,2,2,43239.729999999996,1,0
CP00911,3,3,24910.989999999998,2,0
CP00912,8,8,79035.01,1,0
CP00913,11,11,78045.26,4,1
CP00914,6,6,84925.29,1,0
CP00915,6,6,104075.25,5,1
CP00916,3,3,43707.57,2,0
CP00917,1,1,30039.6,0,0
CP00918,5,5,42221.33,4,1
CP00919,4,4,97440.04000000001,2,0
CP00920,4,4,36009.4,2,0
CP00921,1,1,4956.84,0,0
CP00922,5,5,16363.220000000001,3,1
CP00923,7,7,56917.72,1,0
CP00924,9,9,132242.03999999998,6,1
CP00925,8,8,58636.94,5,1
CP00926,3,3,50448.42,0,0
CP00927,7,7,65762.33,1,0
CP00928,4,4,42342.49,2,0
CP00929,1,1,40739.57,1,0
CP00930,8,8,79962.23999999999,5,1
CP00931,7,8,124297.12,4,1
CP00932,4,4,32163.05,2,0
CP00933,8,8,79716.43,4,1
CP00934,3,3,13661.71,1,0
CP00935,4,4,28419.47,3,0
CP00936,5,5,107048.3,2,1
CP00937,7,7,68358.4,4,1
CP00938,3,3,23728.56,2,0
CP00939,6,6,69504.81,1,0
CP00940,4,4,44349.65,2,0
CP00941,7,7,131214.63,3,1
CP00942,3,3,28815.88,0,0
CP00944,6,6,35107.24,1,0
CP00945,3,3,15002.95,1,0
CP00946,5,5,53972.6,3,1
CP00947,2,2,51569.600000000006,1,0
CP00948,6,6,52032.17,3,1
CP00949,6,6,58576.81,4,1
CP00950,5,5,56413.93,1,0
CP00951,7,7,54189.86,2,1
CP00952,3,3,17448.09,2,0
CP00953,2,2,24367.170000000002,1,0
CP00954,4,4,46464.35,2,0
CP00955,8,8,127051.59999999999,3,1
CP00956,5,5,45426.69,3,1
CP00957,5,5,36725.13,0,0
CP00958,2,2,20016.02,1,0
CP00959,5,5,64140.2,2,1
CP00960,1,1,2460.89,0,0
CP00961,7,7,50422.35,5,1
CP00962,9,9,69315.05,4,1
CP00963,3,3,5720.51,1,0
CP00964,4,4,58372.700000000004,2,0
CP00965,7,7,92058.89,5,1
CP00966,6,6,92551.36,2,1
CP00967,5,5,90681.51000000001,1,0
CP00968,6,6,61312.71,2,1
CP00969,3,3,50258.37,1,0
CP00970,6,6,90756.17,4,1
CP00971,5,5,39918.92,2,1
CP00972,9,9,127101.51000000001,4,1
CP00973,3,3,20317.0,2,0
CP00974,1,1,4260.3,1,0
CP00975,7,7,43395.979999999996,6,1
CP00976,6,6,79926.6,5,1
CP00977,4,4,57546.520000000004,1,0
CP00978,6,6,148777.11,2,1
CP00979,3,3,67770.39,2,0
CP00980,4,4,72333.94,1,0
CP00981,6,6,121735.87000000001,5,1
CP00982,4,4,78948.0,4,0
CP00983,4,4,31329.600000000002,2,0
CP00984,5,5,52035.03,1,0
CP00985,4,4,67664.21,3,0
CP00986,2,2,5408.65,0,0
CP00987,6,6,31286.64,0,0
CP00988,6,6,47795.17,3,1
CP00989,5,5,14654.31,1,0
CP00990,6,6,105956.62999999999,3,1
CP00991,7,7,93785.54,3,1
CP00992,10,10,132315.23,3,1
CP00993,3,3,18640.52,2,0
CP00994,8,8,126666.57,1,0
CP00995,5,5,21418.02,2,1
CP00996,9,9,63032.100000000006,6,1
CP00997,3,3,56665.79,2,0
CP00998,6,6,102140.38,1,0
CP00999,5,5,130997.13,3,1
CP01000,4,4,111585.46,0,0
CP01001,4,4,39482.53,2,0
CP01002,5,5,61390.21,2,1
CP01003,7,7,63946.52,4,1
CP01004,5,5,58493.21,2,1
CP01005,4,4,142672.69,1,0
CP01006,6,6,60500.020000000004,2,1
CP01007,3,3,42768.16,1,0
CP01008,3,3,17660.370000000003,2,0
CP01009,3,3,17385.44,2,0
CP01010,6,6,54678.52,3,1
CP01011,4,4,20447.11,0,0
CP01012,3,3,61026.12,2,0
CP01013,7,7,44056.14,4,1
CP01014,3,3,16289.890000000001,1,0
CP01015,7,7,59007.9,2,1
CP01016,7,7,98420.43000000001,4,1
CP01017,1,1,7169.18,0,0
CP01018,5,5,53958.21,4,1
CP01019,6,6,84228.67,2,1
CP01020,3,3,127144.68,1,0
CP01021,4,4,33846.520000000004,2,0
CP01022,3,3,33020.5,2,0
CP01023,3,3,22365.22,2,0
CP01024,5,5,41414.36,1,0
CP01025,5,5,38505.299999999996,1,0
CP01026,5,5,22681.260000000002,3,1
CP01027,4,4,53732.97,0,0
CP01028,6,6,55879.25,2,1
CP01029,2,2,34249.47,0,0
CP01030,5,5,33766.03,1,0
CP01031,3,3,44474.81,1,0
CP01032,6,6,42763.18,3,1
CP01033,7,7,46706.72,4,1
CP01034,4,4,24164.3,0,0
CP01035,8,8,112611.18,2,1
CP01036,3,3,48179.54,3,0
CP01037,4,4,52579.42,1,0
CP01038,5,5,29913.48,2,1
CP01039,7,7,191366.90000000002,1,0
CP01040,5,5,93451.75,3,1
CP01041,9,9,48821.75,1,0
CP01042,7,7,64246.4,3,1
CP01043,3,3,27908.82,1,0
CP01044,4,4,8354.16,1,0
CP01045,2,2,8628.77,0,0
CP01046,7,7,126449.67000000001,3,1
CP01047,3,3,11396.7,1,0
CP01048,5,5,40804.09,3,1
CP01049,6,7,61146.549999999996,1,0
CP01050,6,6,79589.24,2,1
CP01051,5,5,27336.46,1,0
CP01052,4,4,40871.01,1,0
CP01053,2,2,53586.87,0,0
CP01054,1,1,10903.78,0,0
CP01055,4,4,84489.78,0,0
CP01056,2,2,18381.25,0,0
CP01057,4,4,92818.62,1,0
CP01058,5,5,158576.24999999997,1,0
CP01059,3,3,81483.18,2,0
CP01060,8,8,93556.31,3,1
CP01061,3,3,29281.52,1,0
CP01062,6,6,59262.979999999996,4,1
CP01063,6,6,34742.98,4,1
CP01064,4,4,36647.520000000004,2,0
CP01065,3,3,9707.29,3,0
CP01066,8,8,53734.64,3,1
CP01067,6,6,48680.46,3,1
CP01068,2,2,6706.76,0,0
CP01069,7,7,67246.09,3,1
CP01070,5,5,31979.1,3,1
CP01071,6,6,60112.33,3,1
CP01072,4,4,19378.11,4,0
CP01073,3,3,26686.66,0,0
CP01074,4,4,44665.94,0,0
CP01075,5,5,34501.32,3,1
CP01076,4,4,34946.92,2,0
CP01077,5,5,22272.71,3,1
CP01078,6,6,134372.01,1,0
CP01079,5,5,29767.489999999998,1,0
CP01080,6,6,109341.8,2,1
CP01081,2,2,21196.49,0,0
CP01082,6,6,69944.69,2,1
CP01083,3,3,31951.55,1,0
CP01084,2,2,18880.21,2,0
CP01085,7,7,134725.73,3,1
CP01086,5,5,148331.5,1,0
CP01087,4,4,61994.38,0,0
CP01088,4,4,22615.44,2,0
CP01089,6,6,136241.56,2,1
CP01090,6,6,70877.34,4,1
CP01091,4,4,20411.21,1,0
CP01092,3,3,24450.75,0,0
CP01093,5,5,41381.62,0,0
CP01094,5,5,37298.03,1,0
CP01095,2,2,23059.120000000003,1,0
CP01096,1,1,12209.99,1,0
CP01097,6,6,78221.66,4,1
CP01098,1,1,24866.66,0,0
CP01099,4,4,77992.39,1,0
CP01100,6,6,37092.53,2,1
CP01101,10,10,106154.56999999999,6,1
CP01102,4,4,28539.45,3,0
CP01103,2,2,16814.75,1,0
CP01104,8,8,85477.19,4,1
CP01105,1,1,5600.68,1,0
CP01106,7,7,95681.79,3,1
CP01107,5,5,39347.86,1,0
CP01108,2,2,8033.360000000001,1,0
CP01109,3,3,26625.379999999997,3,0
CP01110,5,5,78413.98,3,1
CP01111,7,7,219224.47999999998,4,1
CP01112,3,3,18958.92,2,0
CP01113,1,1,9307.21,1,0
CP01114,3,3,33545.23,1,0
CP01115,5,5,61173.780000000006,2,1
CP01116,5,5,16181.46,2,1
CP01117,6,6,33402.21,3,1
CP01118,5,5,21521.27,2,1
CP01119,4,4,97445.08,2,0
CP01120,1,1,3628.72,0,0
CP01121,3,3,17053.59,2,0
CP01122,7,7,97088.12,2,1
CP01123,5,5,208976.72,0,0
CP01124,5,5,71119.75,1,0
CP01125,9,9,72729.45,5,1
CP01126,5,5,42597.89,3,1
CP01127,6,6,33902.89,2,1
CP01128,7,7,65520.85,5,1
CP01129,3,3,44002.08,1,0
CP01130,7,8,135048.43,4,1
CP01131,6,6,59393.49,3,1
CP01132,4,4,40263.21,1,0
CP01133,1,1,317.35,0,0
CP01134,7,7,50664.6,3,1
CP01135,4,4,38533.44,2,0
CP01136,6,6,61460.46,2,1
CP01137,7,7,73113.76000000001,4,1
CP01138,6,6,29567.96,4,1
CP01139,5,5,79064.08,5,1
CP01140,5,5,79259.55,2,1
CP01141,6,6,23981.9,1,0
CP01142,8,8,110797.65,2,1
CP01143,2,2,15959.86,1,0
CP01144,4,4,39615.6,2,0
CP01145,5,5,11606.48,2,1
CP01146,3,3,22468.690000000002,1,0
CP01147,4,4,34000.86,1,0
CP01148,4,4,31431.260000000002,1,0
CP01149,2,2,23735.58,0,0
CP01150,3,3,46098.21,1,0
CP01151,2,2,4154.59,1,0
CP01152,2,2,10763.23,1,0
CP01153,6,6,36477.520000000004,4,1
CP01154,7,7,77296.93999999999,1,0
CP01155,4,4,32105.99,4,0
CP01156,4,4,35936.23,1,0
CP01157,6,6,62125.47,3,1
CP01158,2,2,27627.92,0,0
CP01159,5,5,17569.600000000002,3,1
CP01160,6,6,36396.63,0,0
CP01161,8,8,83947.98000000001,4,1
CP01162,5,5,32567.11,4,1
CP01163,5,5,40986.36,4,1
CP01164,3,3,25346.739999999998,3,0
CP01165,4,4,49599.76,3,0
CP01166,4,4,40017.86,2,0
CP01167,4,4,30568.23,3,0
CP01168,1,1,16678.54,0,0
CP01169,4,4,46086.96,0,0
CP01170,4,4,57227.74,4,0
CP01171,5,5,66617.06,1,0
CP01172,3,3,26806.519999999997,3,0
CP01173,4,4,31176.25,1,0
CP01175,4,4,121673.20999999999,1,0
CP01176,9,9,89479.95,4,1
CP01177,4,4,16786.079999999998,2,0
CP01178,7,7,74869.49,3,1
CP01179,4,4,37558.63,3,0
CP01180,3,3,30257.690000000002,2,0
CP01181,2,2,4997.8,0,0
CP01182,5,5,71391.47,1,0
CP01183,2,2,14408.65,0,0
CP01184,5,5,98986.14,1,0
CP01185,6,6,61885.909999999996,3,1
CP01186,10,10,96328.69,4,1
CP01187,4,4,58127.44,1,0
CP01188,2,2,7692.21,2,0
CP01189,5,5,80544.73,1,0
CP01190,2,2,12858.9,0,0
CP01191,2,2,7256.68,0,0
CP01192,7,7,42696.93,3,1
CP01193,9,9,103061.78,3,1
CP01194,4,4,27166.620000000003,4,0
CP01195,7,7,46082.19,4,1
CP01196,4,4,21160.47,1,0
CP01197,2,2,16753.1,1,0
CP01198,4,4,49653.979999999996,0,0
CP01199,1,1,5707.29,0,0
CP01200,5,5,20920.37,2,1
CP01201,5,5,44011.479999999996,2,1
CP01202,5,5,46795.86,2,1
CP01203,7,7,36269.32,1,0
CP01204,6,6,64617.57,2,1
CP01205,3,3,20994.09,0,0
CP01206,6,6,40484.96,4,1
CP01207,5,5,36990.45,2,1
CP01208,3,3,14450.099999999999,2,0
CP01209,3,3,12809.07,0,0
CP01210,2,2,22624.86,0,0
CP01211,6,6,96819.11,2,1
CP01212,5,5,118104.44,2,1
CP01213,6,6,108220.72,4,1
CP01214,3,3,66774.81,1,0
CP01215,5,5,83607.94,3,1
CP01217,2,2,25710.77,1,0
CP01218,2,2,3870.48,0,0
CP01219,7,7,64130.13,4,1
CP01220,7,7,64806.79,2,1
CP01221,1,1,4003.39,1,0
CP01222,5,5,47574.7,1,0
CP01223,4,4,48230.119999999995,1,0
CP01224,4,4,57826.770000000004,3,0
CP01225,8,8,80955.55,5,1
CP01226,3,3,23359.93,1,0
CP01227,5,5,42473.51,3,1
CP01228,2,2,19656.7,0,0
CP01229,5,5,122611.95,2,1
CP01230,5,5,50883.020000000004,3,1
CP01231,3,3,28559.83,2,0
CP01232,11,11,265112.75,3,1
CP01233,3,3,13354.740000000002,0,0
CP01234,5,5,28590.83,1,0
CP01235,4,4,42339.43,1,0
CP01236,5,5,57946.350000000006,3,1
CP01237,3,3,11428.64,3,0
CP01238,3,3,90396.09999999999,1,0
CP01239,5,5,80187.51,1,0
CP01240,2,2,45654.8,0,0
CP01241,7,7,62751.33,3,1
CP01242,8,8,67600.53,3,1
CP01243,2,2,38080.51,1,0
CP01244,1,1,7810.12,0,0
CP01245,1,1,2847.77,1,0
CP01246,11,11,67788.8,4,1
CP01247,4,4,31110.550000000003,4,0
CP01248,7,7,93583.09,3,1
CP01249,3,3,61502.05,0,0
CP01250,6,6,14530.17,3,1
CP01251,7,7,62226.54,1,0
CP01252,3,3,18305.53,1,0
CP01253,4,4,19910.69,3,0
CP01254,4,4,23732.44,1,0
CP01255,4,4,38911.979999999996,1,0
CP01256,6,6,33579.84,2,1
CP01257,7,7,54289.119999999995,5,1
CP01258,4,4,18076.69,1,0
CP01259,9,9,131963.87,3,1
CP01260,5,5,71879.18,3,1
CP01261,9,9,340521.45,3,1
CP01262,2,2,9281.11,1,0
CP01263,5,5,33944.51,2,1
CP01264,5,5,34323.51,1,0
CP01265,5,5,21950.31,1,0
CP01266,5,5,39602.07,4,1
CP01267,8,8,56033.149999999994,3,1
CP01268,5,5,42796.26,3,1
CP01269,4,4,83630.36,4,0
CP01270,3,3,24853.13,2,0
CP01271,4,4,50626.71,2,0
CP01272,8,8,70883.81,3,1
CP01273,1,1,5204.53,0,0
CP01274,4,4,31875.23,3,0
CP01275,5,5,56388.0,2,1
CP01276,9,9,41617.82,3,1
CP01277,5,5,18060.56,2,1
CP01278,6,6,58468.56,4,1
CP01279,7,7,114028.5,2,1
CP01280,3,3,33740.79,0,0
CP01281,4,4,38611.97,1,0
CP01282,3,3,12220.09,1,0
CP01283,6,6,316349.92,4,1
CP01284,3,3,10388.93,1,0
CP01285,8,8,81178.46,5,1
CP01286,5,5,91851.39,1,0
CP01287,4,4,75044.52,0,0
CP01288,3,3,24908.67,1,0
CP01289,4,4,45456.61,0,0
CP01290,4,4,21975.239999999998,4,0
CP01291,2,2,22257.03,1,0
CP01292,7,7,58590.25,3,1
CP01293,6,6,47942.880000000005,3,1
CP01294,1,1,16724.45,1,0
CP01295,5,5,46004.770000000004,4,1
CP01296,4,4,62294.259999999995,1,0
CP01297,7,7,40388.56,4,1
CP01298,8,8,157250.66999999998,1,0
CP01299,6,6,120010.0,3,1
CP01300,5,5,90579.45,2,1
CP01301,4,4,11276.99,2,0
CP01302,3,3,13735.59,1,0
CP01303,2,2,11824.08,1,0
CP01304,4,4,36981.76,3,0
CP01305,3,3,77021.54999999999,0,0
CP01306,5,5,22011.05,3,1
CP01307,6,6,60342.28,2,1
CP01308,6,6,61017.21,3,1
CP01309,7,7,27462.51,0,0
CP01310,4,4,18544.02,1,0
CP01311,4,4,57075.64,1,0
CP01312,5,5,95162.17,1,0
CP01313,1,1,14520.82,0,0
CP01314,6,6,108239.26,3,1
CP01315,1,1,13464.24,1,0
CP01316,6,6,125387.81,3,1
CP01317,6,6,33406.29,3,1
CP01318,3,3,70218.75,1,0
CP01319,4,4,56875.81999999999,0,0
CP01320,4,4,41901.240000000005,3,0
CP01321,8,8,69860.94,2,1
CP01322,5,5,58607.72,3,1
CP01323,7,7,33779.35,3,1
CP01324,6,7,25521.54,2,1
CP01325,4,4,44017.64,1,0
CP01326,4,4,54141.42,2,0
CP01327,2,2,22359.030000000002,2,0
CP01328,3,3,4010.87,0,0
CP01329,3,3,10870.029999999999,3,0
CP01330,1,1,11814.68,0,0
CP01331,7,7,65478.24,1,0
CP01332,3,3,22688.239999999998,0,0
CP01333,7,7,35587.29,3,1
CP01334,9,9,41398.37,4,1
CP01335,8,8,102129.79999999999,5,1
CP01337,3,3,42938.11,1,0
CP01339,3,3,9392.59,2,0
CP01340,6,6,38589.42,0,0
CP01341,4,4,26981.17,2,0
CP01342,8,8,103741.29,2,1
CP01343,3,3,4943.13,1,0
CP01344,5,5,47457.43,2,1
CP01345,4,4,16960.78,0,0
CP01346,3,3,14378.32,1,0
CP01347,3,3,11082.48,1,0
CP01348,4,4,19930.07,1,0
CP01349,3,3,39972.5,2,0
CP01350,2,2,15865.45,2,0
CP01351,5,5,61699.71,4,1
CP01352,5,5,57894.299999999996,1,0
CP01353,2,2,51737.240000000005,1,0
CP01354,5,5,47880.99,0,0
CP01355,5,5,96479.1,2,1
CP01356,4,4,21971.879999999997,2,0
CP01357,5,5,55885.11,2,1
CP01358,4,4,40479.56,1,0
CP01359,3,3,106486.56,1,0
CP01360,4,4,35239.67,1,0
CP01361,3,3,73067.53,1,0
CP01362,8,8,79417.27,5,1
CP01363,2,2,14295.699999999999,0,0
CP01364,4,4,42882.07,1,0
CP01365,4,4,48756.56,1,0
CP01366,4,4,74236.36,1,0
CP01367,3,3,27460.239999999998,1,0
CP01368,3,3,23373.350000000002,3,0
CP01369,5,5,69245.51,1,0
CP01370,3,3,28886.770000000004,1,0
CP01371,4,4,97560.38,1,0
CP01372,6,6,57870.54,1,0
CP01373,4,4,51221.479999999996,2,0
CP01374,6,6,49515.96,4,1
CP01375,3,3,67185.89,0,0
CP01376,5,5,110090.56,3,1
CP01377,4,4,30164.059999999998,3,0
CP01378,7,7,93021.59,2,1
CP01379,5,5,48551.86,4,1
CP01380,4,4,24021.65,1,0
CP01381,3,3,6888.27,1,0
CP01382,5,5,14217.25,1,0
CP01383,1,1,2853.96,0,0
CP01384,3,3,14892.54,2,0
CP01385,4,4,54388.8,3,0
CP01386,2,2,20139.54,1,0
CP01387,2,2,36341.43,0,0
CP01388,5,5,21711.760000000002,1,0
CP01389,5,5,35045.32,2,1
CP01390,6,6,116070.10999999999,3,1
CP01391,4,4,30017.91,3,0
CP01392,4,4,19659.800000000003,1,0
CP01393,4,4,24979.28,3,0
CP01394,4,4,72469.72,0,0
CP01395,1,1,6076.96,0,0
CP01396,2,2,23444.55,0,0
CP01397,6,6,156600.12,0,0
CP01398,6,6,66768.37,2,1
CP01399,6,6,48693.03,2,1
CP01400,4,4,37516.630000000005,1,0
CP01401,7,7,69286.31,1,0
CP01402,3,3,17668.84,0,0
CP01403,4,4,31101.34,1,0
CP01404,3,3,41038.22,1,0
CP01405,6,6,81517.22,1,0
CP01406,4,4,25735.88,3,0
CP01407,5,5,121893.99,2,1
CP01408,4,4,34124.84,1,0
CP01409,10,11,98449.68,3,1
CP01410,3,3,7834.639999999999,3,0
CP01411,1,1,26725.45,1,0
CP01412,7,7,233759.24,2,1
CP01413,3,3,29246.260000000002,2,0
CP01414,5,5,27211.33,2,1
CP01415,3,3,35765.87,0,0
CP01416,4,4,22862.69,2,0
CP01417,9,9,218726.58000000002,3,1
CP01418,2,2,8261.14,2,0
CP01419,7,7,86296.06,5,1
CP01420,5,5,87110.9,0,0
CP01421,5,5,69520.10999999999,2,1
CP01422,3,3,22667.95,2,0
CP01423,8,8,48348.49,2,1
CP01424,1,1,28423.6,0,0
CP01425,5,5,35744.03,2,1
CP01426,5,5,98911.38,1,0
CP01427,4,4,45775.15,0,0
CP01428,4,4,54519.6,3,0
CP01429,5,5,26078.63,1,0
CP01430,5,5,36629.54,2,1
CP01431,4,4,14769.62,3,0
CP01432,5,5,83696.37000000001,1,0
CP01433,6,6,34149.55,3,1
CP01434,3,3,15413.14,1,0
CP01435,4,4,68701.69,2,0
CP01436,5,5,92792.23999999999,2,1
CP01437,5,5,27142.79,2,1
CP01438,5,5,35270.56,4,1
CP01439,3,3,5384.01,0,0
CP01440,2,2,28715.6,1,0
CP01441,5,5,61506.88,1,0
CP01442,4,4,12274.44,3,0
CP01443,7,7,37700.659999999996,1,0
CP01444,3,3,8734.09,2,0
CP01445,6,6,77738.26999999999,2,1
CP01446,3,3,18032.27,2,0
CP01447,3,3,11870.310000000001,1,0
CP01448,6,6,141087.11,2,1
CP01449,5,5,55737.48,4,1
CP01450,4,4,26147.489999999998,2,0
CP01451,4,4,74965.0,2,0
CP01452,7,7,47711.7,4,1
CP01453,6,6,60629.44,3,1
CP01454,4,4,27674.91,3,0
CP01455,2,2,17251.32,1,0
CP01456,5,5,20892.239999999998,2,1
CP01457,2,2,16100.67,0,0
CP01458,7,7,39836.58,1,0
CP01459,2,2,16006.119999999999,0,0
CP01460,8,8,82357.73,3,1
CP01461,4,4,61180.96,1,0
CP01462,7,7,56185.79,2,1
CP01463,3,3,23090.16,0,0
CP01464,3,3,26033.46,0,0
CP01465,7,7,132967.36,3,1
CP01466,7,7,94283.08,4,1
CP01467,3,3,26735.23,1,0
CP01468,4,4,83916.66,2,0
CP01469,4,4,73587.54000000001,3,0
CP01470,7,7,56717.65,4,1
CP01471,3,3,46667.6,0,0
CP01472,5,5,12502.54,2,1
CP01473,5,5,52013.85999999999,4,1
CP01474,5,5,35250.55,1,0
CP01475,7,7,44655.02,2,1
CP01476,4,4,40388.520000000004,3,0
CP01477,3,3,79235.04000000001,1,0
CP01478,1,1,10747.01,0,0
CP01479,5,5,36076.630000000005,3,1
CP01480,3,3,20065.16,2,0
CP01481,8,8,44280.369999999995,2,1
CP01482,7,7,47069.009999999995,4,1
CP01483,3,3,18084.800000000003,1,0
CP01484,2,2,32334.45,1,0
CP01485,1,1,4812.51,1,0
CP01486,5,5,68050.09,3,1
CP01487,9,9,98872.78,4,1
CP01488,5,5,32837.21,1,0
CP01489,3,3,18998.67,0,0
CP01490,6,6,63462.24999999999,2,1
CP01491,7,7,158215.99,5,1
CP01492,3,3,57976.71,2,0
CP01493,5,5,41595.33,1,0
CP01494,3,3,24956.32,2,0
CP01495,7,7,89093.84,5,1
CP01496,3,3,48225.58,1,0
CP01497,5,5,41319.82,1,0
CP01498,4,4,57071.57000000001,2,0
CP01499,5,5,77914.95,1,0
CP01500,4,4,16625.18,2,0
CP01501,7,7,63268.03,3,1
CP01502,5,5,41763.83,0,0
CP01503,4,4,37821.71,3,0
CP01504,2,2,27159.920000000002,1,0
CP01505,4,4,61548.07,2,0
CP01506,6,6,60097.32,4,1
CP01507,4,4,26598.620000000003,2,0
CP01508,4,4,44556.67,0,0
CP01509,8,8,87169.95,4,1
CP01510,2,2,25731.29,0,0
CP01511,2,2,45058.08,0,0
CP01512,4,4,45999.11,2,0
