alert_id,customer_id,alert_date,risk_category,risk_driver,risk_score,alert_amount,disposition,escalated_flag,month
FCA00241,CUST10645,2026-08-19,Sanctions,High-Risk Geography,52.0,32128.43,Closed - Explained,0,2026-08
FCA00242,CUST10766,2026-06-30,KYC/EDD,Source of Funds,99.0,27929.03,Escalated,1,2026-06
FCA00243,CUST10155,2026-08-01,Sanctions,Name Match,37.0,33723.82,Closed - Explained,0,2026-08
FCA00244,CUST10580,2026-01-17,Transaction Monitoring,High-Risk Wire,51.0,109588.01,Closed - Explained,0,2026-01
FCA00245,CUST10875,2026-09-10,KYC/EDD,PEP Exposure,56.0,91336.06,Closed - Explained,0,2026-09
FCA00246,CUST10335,2026-04-24,Transaction Monitoring,Structuring,47.0,8041.75,Escalated,1,2026-04
FCA00247,CUST10371,2026-04-09,Transaction Monitoring,Rapid Movement,57.0,23661.97,Closed - Explained,0,2026-04
FCA00248,CUST11135,2026-04-13,Transaction Monitoring,Unusual Volume,80.0,32112.1,Escalated,1,2026-04
FCA00249,CUST10161,2026-09-22,Sanctions,High-Risk Geography,52.0,3442.61,Closed - Explained,0,2026-09
FCA00250,CUST10127,2026-07-28,Fraud,Geo Anomaly,41.0,83313.41,Closed - Explained,0,2026-07
FCA00251,CUST10685,2026-08-05,Fraud,Account Takeover,71.0,47488.67,Closed - Explained,0,2026-08
FCA00252,CUST10458,2026-08-28,Sanctions,High-Risk Geography,49.0,32734.82,Closed - Explained,0,2026-08
FCA00253,CUST11187,2026-02-16,Fraud,Geo Anomaly,58.0,93846.94,Closed - Explained,0,2026-02
FCA00254,CUST11034,2026-03-03,Sanctions,Watchlist Exposure,78.0,45341.7,Closed - Explained,0,2026-03
FCA00255,CUST10079,2026-01-27,Transaction Monitoring,Rapid Movement,47.0,6725.76,Closed - Explained,0,2026-01
FCA00256,CUST10069,2026-06-16,Transaction Monitoring,Structuring,55.0,543273.4,Closed - Explained,0,2026-06
FCA00257,CUST10586,2026-09-24,Sanctions,Name Match,67.0,47711.27,Escalated,1,2026-09
FCA00258,CUST10790,2026-05-16,KYC/EDD,Source of Funds,79.0,22626.93,Closed - Explained,0,2026-05
FCA00259,CUST10371,2026-04-11,Transaction Monitoring,High-Risk Wire,77.0,49751.01,Escalated,1,2026-04
FCA00260,CUST10002,2026-05-31,Transaction Monitoring,Structuring,60.0,16692.83,Escalated,1,2026-05
FCA00261,CUST10548,2026-03-28,Transaction Monitoring,Structuring,43.0,79374.64,Escalated,1,2026-03
FCA00262,CUST10027,2026-08-01,Transaction Monitoring,Unusual Volume,73.0,49870.27,Escalated,1,2026-08
FCA00263,CUST11117,2026-03-16,Transaction Monitoring,Structuring,73.0,3143.77,Closed - Explained,0,2026-03
FCA00264,CUST10782,2026-09-05,Transaction Monitoring,Rapid Movement,67.0,110014.0,Escalated,1,2026-09
FCA00265,CUST10267,2026-09-17,Sanctions,High-Risk Geography,47.0,40820.98,Closed - Explained,0,2026-09
FCA00266,CUST10828,2026-03-30,KYC/EDD,KYC Refresh,72.0,84619.94,Escalated,1,2026-03
FCA00267,CUST11180,2026-09-21,Sanctions,High-Risk Geography,55.0,39845.72,Closed - Explained,0,2026-09
FCA00268,CUST10247,2026-08-19,Fraud,Suspicious Merchant,46.0,11192.42,Escalated,1,2026-08
FCA00269,CUST10535,2026-08-27,Sanctions,High-Risk Geography,39.0,56985.16,Escalated,1,2026-08
FCA00270,CUST11179,2026-01-31,KYC/EDD,Source of Funds,55.0,74039.85,Closed - Explained,0,2026-01
FCA00271,CUST10801,2026-07-28,KYC/EDD,KYC Refresh,27.0,38401.39,Closed - Explained,0,2026-07
FCA00272,CUST10361,2026-06-11,KYC/EDD,Source of Funds,61.0,21372.36,Escalated,1,2026-06
FCA00273,CUST10592,2026-08-11,Transaction Monitoring,Unusual Volume,51.0,6372.9,Closed - Explained,0,2026-08
FCA00274,CUST10675,2026-04-26,KYC/EDD,Adverse Media,72.0,7109.19,Closed - Explained,0,2026-04
FCA00275,CUST11157,2026-06-06,Fraud,Account Takeover,35.0,22489.33,Closed - Explained,0,2026-06
FCA00276,CUST10210,2026-04-15,Fraud,Suspicious Merchant,69.0,8023.12,Closed - Explained,0,2026-04
FCA00277,CUST10371,2026-07-01,Transaction Monitoring,Structuring,54.0,31584.69,Closed - Explained,0,2026-07
FCA00278,CUST10073,2026-06-16,Sanctions,Name Match,69.0,19844.13,Closed - Explained,0,2026-06
FCA00279,CUST10874,2026-03-18,Sanctions,High-Risk Geography,67.0,33659.3,Escalated,1,2026-03
FCA00280,CUST10418,2026-04-18,Fraud,Account Takeover,52.0,13824.39,Closed - Explained,0,2026-04
FCA00281,CUST10466,2026-05-23,Fraud,Geo Anomaly,50.0,14552.33,Escalated,1,2026-05
FCA00282,CUST10078,2026-03-22,Transaction Monitoring,High-Risk Wire,66.0,35488.6,Escalated,1,2026-03
FCA00283,CUST10939,2026-03-20,KYC/EDD,Source of Funds,48.0,82809.34,Escalated,1,2026-03
FCA00284,CUST10963,2026-04-06,KYC/EDD,Adverse Media,71.0,67453.33,Closed - Explained,0,2026-04
FCA00285,CUST11010,2026-04-27,Fraud,Velocity Spike,5.0,63549.03,Escalated,1,2026-04
FCA00286,CUST11110,2026-09-27,Transaction Monitoring,Structuring,59.0,21683.87,Closed - Explained,0,2026-09
FCA00287,CUST10227,2026-01-23,Transaction Monitoring,High-Risk Wire,55.0,19612.0,Closed - Explained,0,2026-01
FCA00288,CUST10903,2026-09-04,Fraud,Geo Anomaly,88.0,30807.39,Closed - Explained,0,2026-09
FCA00289,CUST10535,2026-05-17,Transaction Monitoring,Rapid Movement,59.0,23854.73,Closed - Explained,0,2026-05
FCA00290,CUST10772,2026-02-21,Transaction Monitoring,Structuring,70.0,40062.82,Closed - Explained,0,2026-02
FCA00291,CUST10329,2026-02-28,Transaction Monitoring,Structuring,79.0,43179.37,Escalated,1,2026-02
FCA00292,CUST10675,2026-02-21,Transaction Monitoring,Rapid Movement,77.0,6027.7,Closed - Explained,0,2026-02
FCA00293,CUST10045,2026-08-06,Transaction Monitoring,High-Risk Wire,73.0,26730.06,Escalated,1,2026-08
FCA00294,CUST10801,2026-02-11,Fraud,Account Takeover,50.0,5577.04,Closed - Explained,0,2026-02
FCA00295,CUST11015,2026-08-10,Fraud,Account Takeover,47.0,35422.55,Closed - Explained,0,2026-08
FCA00296,CUST10369,2026-09-27,Fraud,Suspicious Merchant,63.0,50721.28,Closed - Explained,0,2026-09
FCA00297,CUST11087,2026-02-24,Transaction Monitoring,Unusual Volume,70.0,13507.61,Escalated,1,2026-02
FCA00298,CUST10536,2026-04-23,Sanctions,High-Risk Geography,57.0,63016.96,Closed - Explained,0,2026-04
FCA00299,CUST10335,2026-02-27,Fraud,Suspicious Merchant,87.0,7457.27,Escalated,1,2026-02
FCA00300,CUST10410,2026-02-24,Transaction Monitoring,High-Risk Wire,59.0,18382.06,Escalated,1,2026-02
FCA00301,CUST10287,2026-02-23,Sanctions,High-Risk Geography,57.0,18362.36,Closed - Explained,0,2026-02
FCA00302,CUST10032,2026-08-17,Transaction Monitoring,Unusual Volume,77.0,24969.29,Closed - Explained,0,2026-08
FCA00303,CUST11143,2026-05-29,Transaction Monitoring,Unusual Volume,50.0,2227.44,Closed - Explained,0,2026-05
FCA00304,CUST10305,2026-01-28,Transaction Monitoring,Rapid Movement,93.0,19460.05,Escalated,1,2026-01
FCA00305,CUST10371,2026-01-19,Fraud,Velocity Spike,51.0,11543.96,Closed - Explained,0,2026-01
FCA00306,CUST10420,2026-09-08,Sanctions,Name Match,33.0,4970.86,Closed - Explained,0,2026-09
FCA00307,CUST10705,2026-05-20,Fraud,Geo Anomaly,52.0,49171.04,Closed - Explained,0,2026-05
FCA00308,CUST10442,2026-05-18,Fraud,Suspicious Merchant,74.0,6855.08,Closed - Explained,0,2026-05
FCA00309,CUST11004,2026-08-20,Transaction Monitoring,Unusual Volume,21.0,150220.09,Closed - Explained,0,2026-08
FCA00310,CUST10804,2026-09-01,Transaction Monitoring,Structuring,56.0,35350.09,Closed - Explained,0,2026-09
FCA00311,CUST11134,2026-02-23,Fraud,Suspicious Merchant,31.0,3574.95,Closed - Explained,0,2026-02
FCA00312,CUST10096,2026-05-10,Sanctions,Name Match,26.0,19104.6,Closed - Explained,0,2026-05
FCA00313,CUST10742,2026-06-06,Sanctions,Watchlist Exposure,100.0,96691.9,Escalated,1,2026-06
FCA00314,CUST10364,2026-03-26,Sanctions,Watchlist Exposure,64.0,6746.54,Closed - Explained,0,2026-03
FCA00315,CUST10618,2026-05-23,Transaction Monitoring,Rapid Movement,59.0,36450.29,Escalated,1,2026-05
FCA00316,CUST10568,2026-04-23,Transaction Monitoring,High-Risk Wire,72.0,19548.17,Closed - Explained,0,2026-04
FCA00317,CUST11053,2026-09-03,Fraud,Account Takeover,12.0,12192.91,Closed - Explained,0,2026-09
FCA00318,CUST10543,2026-04-09,Fraud,Suspicious Merchant,69.0,16374.16,Escalated,1,2026-04
FCA00319,CUST10932,2026-02-22,Fraud,Suspicious Merchant,39.0,55799.4,Closed - Explained,0,2026-02
FCA00320,CUST10357,2026-04-25,Transaction Monitoring,High-Risk Wire,54.0,32605.52,Closed - Explained,0,2026-04
FCA00321,CUST10844,2026-05-30,Sanctions,Name Match,30.0,16947.58,Closed - Explained,0,2026-05
FCA00322,CUST10103,2026-09-01,Fraud,Velocity Spike,53.0,11390.73,Escalated,1,2026-09
FCA00323,CUST10870,2026-08-28,Sanctions,Name Match,64.0,91463.91,Closed - Explained,0,2026-08
FCA00324,CUST11103,2026-03-22,Transaction Monitoring,Unusual Volume,37.0,6032.47,Closed - Explained,0,2026-03
FCA00325,CUST10817,2026-05-15,KYC/EDD,KYC Refresh,56.0,10374.78,Closed - Explained,0,2026-05
FCA00326,CUST10521,2026-03-20,Transaction Monitoring,High-Risk Wire,84.0,8041.37,Escalated,1,2026-03
FCA00327,CUST10546,2026-04-28,Transaction Monitoring,Rapid Movement,82.0,18596.83,Escalated,1,2026-04
FCA00328,CUST10189,2026-08-16,Fraud,Geo Anomaly,48.0,16661.89,Closed - Explained,0,2026-08
FCA00329,CUST10542,2026-02-04,KYC/EDD,Adverse Media,88.0,29830.46,Escalated,1,2026-02
FCA00330,CUST10758,2026-05-17,KYC/EDD,KYC Refresh,76.0,16518.26,Escalated,1,2026-05
FCA00331,CUST11063,2026-07-09,KYC/EDD,Adverse Media,83.0,51821.86,Escalated,1,2026-07
FCA00332,CUST10585,2026-05-22,Transaction Monitoring,High-Risk Wire,71.0,60863.47,Closed - Explained,0,2026-05
FCA00333,CUST10069,2026-03-30,Fraud,Velocity Spike,58.0,61099.59,Closed - Explained,0,2026-03
FCA00334,CUST10952,2026-01-10,Fraud,Account Takeover,60.0,9683.55,Closed - Explained,0,2026-01
FCA00335,CUST10322,2026-03-20,Fraud,Suspicious Merchant,77.0,13536.9,Closed - Explained,0,2026-03
FCA00336,CUST10659,2026-03-08,Fraud,Suspicious Merchant,61.0,3412.94,Escalated,1,2026-03
FCA00337,CUST10847,2026-04-08,Transaction Monitoring,Structuring,36.0,41404.09,Closed - Explained,0,2026-04
FCA00338,CUST10272,2026-03-28,Transaction Monitoring,High-Risk Wire,42.0,6142.23,Escalated,1,2026-03
FCA00339,CUST11110,2026-04-26,Fraud,Suspicious Merchant,50.0,31803.5,Closed - Explained,0,2026-04
FCA00340,CUST11082,2026-05-15,Sanctions,Watchlist Exposure,52.0,53771.67,Closed - Explained,0,2026-05
FCA00341,CUST10500,2026-02-20,Transaction Monitoring,Rapid Movement,66.0,1734.33,Escalated,1,2026-02
FCA00342,CUST10206,2026-03-28,KYC/EDD,Source of Funds,61.0,30807.93,Closed - Explained,0,2026-03
FCA00343,CUST10455,2026-06-08,KYC/EDD,Adverse Media,69.0,31079.24,Closed - Explained,0,2026-06
FCA00344,CUST10352,2026-07-18,KYC/EDD,PEP Exposure,83.0,39310.18,Escalated,1,2026-07
FCA00345,CUST10817,2026-03-13,Sanctions,Watchlist Exposure,59.0,12636.63,Closed - Explained,0,2026-03
FCA00346,CUST11194,2026-03-29,Fraud,Geo Anomaly,32.0,9016.2,Closed - Explained,0,2026-03
FCA00347,CUST10222,2026-08-15,Transaction Monitoring,Unusual Volume,63.0,31806.52,Escalated,1,2026-08
FCA00348,CUST10554,2026-03-15,Fraud,Account Takeover,57.0,34078.85,Escalated,1,2026-03
FCA00349,CUST10306,2026-08-15,KYC/EDD,Source of Funds,85.0,18619.93,Escalated,1,2026-08
FCA00350,CUST11137,2026-05-28,Transaction Monitoring,Structuring,46.0,11175.91,Closed - Explained,0,2026-05
FCA00351,CUST10565,2026-06-28,Fraud,Geo Anomaly,67.0,297559.21,Closed - Explained,0,2026-06
FCA00352,CUST10564,2026-08-01,KYC/EDD,PEP Exposure,59.0,13877.4,Closed - Explained,0,2026-08
FCA00353,CUST10463,2026-06-18,Transaction Monitoring,Unusual Volume,46.0,49934.63,Closed - Explained,0,2026-06
FCA00354,CUST11061,2026-03-29,Sanctions,Watchlist Exposure,47.0,194257.54,Closed - Explained,0,2026-03
FCA00355,CUST10348,2026-06-11,Transaction Monitoring,Structuring,53.0,5444.5,Closed - Explained,0,2026-06
FCA00356,CUST10970,2026-07-28,Sanctions,Watchlist Exposure,44.0,42224.32,Closed - Explained,0,2026-07
FCA00357,CUST10310,2026-01-28,Transaction Monitoring,Structuring,86.0,6009.07,Closed - Explained,0,2026-01
FCA00358,CUST10373,2026-06-26,Transaction Monitoring,Unusual Volume,68.0,31870.32,Closed - Explained,0,2026-06
FCA00359,CUST10848,2026-07-31,KYC/EDD,KYC Refresh,47.0,14102.8,Closed - Explained,0,2026-07
FCA00360,CUST10868,2026-02-12,KYC/EDD,Adverse Media,25.0,3301.44,Closed - Explained,0,2026-02
FCA00361,CUST10917,2026-08-29,KYC/EDD,KYC Refresh,72.0,120773.62,Escalated,1,2026-08
FCA00362,CUST10022,2026-08-25,Fraud,Velocity Spike,67.0,25294.84,Escalated,1,2026-08
FCA00363,CUST10133,2026-07-29,Sanctions,Name Match,73.0,6635.4,Escalated,1,2026-07
FCA00364,CUST10003,2026-05-23,KYC/EDD,Adverse Media,52.0,237675.86,Closed - Explained,0,2026-05
FCA00365,CUST10676,2026-02-05,Fraud,Suspicious Merchant,83.0,23713.37,Escalated,1,2026-02
FCA00366,CUST10659,2026-04-08,Transaction Monitoring,Rapid Movement,57.0,6754.26,Closed - Explained,0,2026-04
FCA00367,CUST10965,2026-01-06,KYC/EDD,KYC Refresh,52.0,84740.63,Closed - Explained,0,2026-01
FCA00368,CUST10476,2026-03-03,Sanctions,Name Match,42.0,28887.49,Closed - Explained,0,2026-03
FCA00369,CUST10510,2026-03-15,Fraud,Account Takeover,52.0,12813.21,Closed - Explained,0,2026-03
FCA00370,CUST10008,2026-09-24,Fraud,Suspicious Merchant,59.0,16539.45,Closed - Explained,0,2026-09
FCA00371,CUST10006,2026-05-26,Transaction Monitoring,Rapid Movement,17.0,15427.44,Closed - Explained,0,2026-05
FCA00372,CUST10832,2026-06-06,Sanctions,Name Match,62.0,92109.95,Closed - Explained,0,2026-06
FCA00373,CUST10708,2026-04-02,Transaction Monitoring,High-Risk Wire,71.0,91841.79,Escalated,1,2026-04
FCA00374,CUST10398,2026-03-30,Sanctions,Watchlist Exposure,64.0,18443.3,Escalated,1,2026-03
FCA00375,CUST11016,2026-04-17,KYC/EDD,Adverse Media,70.0,184593.58,Escalated,1,2026-04
FCA00376,CUST10164,2026-03-04,KYC/EDD,Source of Funds,67.0,12632.82,Escalated,1,2026-03
FCA00377,CUST10252,2026-06-24,Fraud,Geo Anomaly,84.0,9800.32,Escalated,1,2026-06
FCA00378,CUST10198,2026-06-15,Transaction Monitoring,Rapid Movement,72.0,19731.02,Escalated,1,2026-06
FCA00379,CUST10879,2026-06-29,Fraud,Account Takeover,56.0,76082.91,Closed - Explained,0,2026-06
FCA00380,CUST10836,2026-09-03,Transaction Monitoring,Unusual Volume,65.0,16990.11,Escalated,1,2026-09
FCA00381,CUST10228,2026-04-28,Transaction Monitoring,Rapid Movement,34.0,31704.63,Closed - Explained,0,2026-04
FCA00382,CUST10120,2026-01-20,Fraud,Account Takeover,46.0,60144.09,Closed - Explained,0,2026-01
FCA00383,CUST10816,2026-09-16,Fraud,Account Takeover,61.0,54174.9,Escalated,1,2026-09
FCA00384,CUST10013,2026-06-15,Sanctions,High-Risk Geography,51.0,101978.24,Closed - Explained,0,2026-06
FCA00385,CUST10634,2026-08-27,Sanctions,Watchlist Exposure,64.0,17066.58,Escalated,1,2026-08
FCA00386,CUST10084,2026-07-14,Transaction Monitoring,High-Risk Wire,97.0,67606.59,Escalated,1,2026-07
FCA00387,CUST10906,2026-06-16,Transaction Monitoring,Rapid Movement,29.0,18223.9,Closed - Explained,0,2026-06
FCA00388,CUST10171,2026-05-09,Fraud,Geo Anomaly,36.0,141395.23,Closed - Explained,0,2026-05
FCA00389,CUST10428,2026-09-12,Transaction Monitoring,Rapid Movement,58.0,49794.66,Closed - Explained,0,2026-09
FCA00390,CUST10714,2026-01-16,KYC/EDD,Adverse Media,73.0,2105.82,Escalated,1,2026-01
FCA00391,CUST10453,2026-08-05,KYC/EDD,Adverse Media,44.0,17987.45,Closed - Explained,0,2026-08
FCA00392,CUST10426,2026-08-19,Transaction Monitoring,High-Risk Wire,79.0,10308.09,Closed - Explained,0,2026-08
FCA00393,CUST10331,2026-07-21,Transaction Monitoring,Structuring,67.0,19807.43,Closed - Explained,0,2026-07
FCA00394,CUST10953,2026-04-05,Transaction Monitoring,Rapid Movement,92.0,16696.46,Escalated,1,2026-04
FCA00395,CUST10353,2026-08-24,Fraud,Account Takeover,43.0,9587.34,Closed - Explained,0,2026-08
FCA00396,CUST10877,2026-06-02,Transaction Monitoring,Unusual Volume,79.0,43912.78,Escalated,1,2026-06
FCA00397,CUST11117,2026-06-26,Transaction Monitoring,High-Risk Wire,62.0,2562.36,Closed - Explained,0,2026-06
FCA00398,CUST10523,2026-05-14,Transaction Monitoring,Unusual Volume,42.0,277266.61,Closed - Explained,0,2026-05
FCA00399,CUST11116,2026-04-23,Transaction Monitoring,Unusual Volume,24.0,7172.83,Closed - Explained,0,2026-04
FCA00400,CUST10822,2026-09-16,Transaction Monitoring,Structuring,37.0,24103.1,Closed - Explained,0,2026-09
FCA00401,CUST11159,2026-05-07,Fraud,Suspicious Merchant,69.0,48496.91,Escalated,1,2026-05
FCA00402,CUST11023,2026-04-27,Fraud,Suspicious Merchant,64.0,7921.2,Escalated,1,2026-04
FCA00403,CUST10578,2026-06-12,Fraud,Velocity Spike,31.0,126279.94,Closed - Explained,0,2026-06
FCA00404,CUST11123,2026-03-10,Transaction Monitoring,Structuring,55.0,19268.98,Closed - Explained,0,2026-03
FCA00405,CUST11197,2026-07-11,Fraud,Velocity Spike,46.0,92813.48,Closed - Explained,0,2026-07
FCA00406,CUST11056,2026-08-27,KYC/EDD,KYC Refresh,96.0,118395.99,Escalated,1,2026-08
FCA00407,CUST10329,2026-08-14,Transaction Monitoring,High-Risk Wire,81.0,39269.99,Escalated,1,2026-08
FCA00408,CUST10445,2026-05-23,Fraud,Geo Anomaly,62.0,10627.05,Escalated,1,2026-05
FCA00409,CUST10709,2026-08-07,Transaction Monitoring,Rapid Movement,58.0,17825.68,Closed - Explained,0,2026-08
FCA00410,CUST10054,2026-05-10,KYC/EDD,Adverse Media,63.0,51822.39,Closed - Explained,0,2026-05
FCA00411,CUST11149,2026-01-08,Fraud,Geo Anomaly,51.0,6176.49,Closed - Explained,0,2026-01
FCA00412,CUST10826,2026-06-11,Sanctions,High-Risk Geography,57.0,6117.26,Closed - Explained,0,2026-06
FCA00413,CUST10614,2026-09-23,Fraud,Velocity Spike,46.0,35196.14,Closed - Explained,0,2026-09
FCA00414,CUST10994,2026-03-14,KYC/EDD,PEP Exposure,26.0,180250.75,Closed - Explained,0,2026-03
FCA00415,CUST11133,2026-08-19,Transaction Monitoring,Unusual Volume,47.0,26810.51,Closed - Explained,0,2026-08
FCA00416,CUST11159,2026-05-31,Transaction Monitoring,High-Risk Wire,17.0,14716.84,Closed - Explained,0,2026-05
FCA00417,CUST10670,2026-03-01,Transaction Monitoring,Unusual Volume,49.0,224328.21,Closed - Explained,0,2026-03
FCA00418,CUST11137,2026-01-05,Fraud,Suspicious Merchant,37.0,51164.28,Escalated,1,2026-01
FCA00419,CUST10665,2026-05-27,KYC/EDD,Adverse Media,60.0,19487.68,Closed - Explained,0,2026-05
FCA00420,CUST10418,2026-08-29,Transaction Monitoring,High-Risk Wire,86.0,7843.18,Closed - Explained,0,2026-08
FCA00421,CUST10953,2026-03-09,Transaction Monitoring,Rapid Movement,63.0,782297.82,Escalated,1,2026-03
FCA00422,CUST10311,2026-05-29,Transaction Monitoring,High-Risk Wire,64.0,9566.68,Escalated,1,2026-05
FCA00423,CUST10022,2026-05-11,Fraud,Geo Anomaly,56.0,14731.1,Closed - Explained,0,2026-05
FCA00424,CUST10129,2026-01-13,Fraud,Suspicious Merchant,34.0,39318.17,Escalated,1,2026-01
FCA00425,CUST11010,2026-01-29,Fraud,Account Takeover,70.0,41454.59,Closed - Explained,0,2026-01
FCA00426,CUST10195,2026-02-17,Fraud,Account Takeover,85.0,29211.8,Escalated,1,2026-02
FCA00427,CUST10611,2026-05-12,Fraud,Account Takeover,49.0,9234.45,Escalated,1,2026-05
FCA00428,CUST10526,2026-02-22,Sanctions,High-Risk Geography,63.0,10893.88,Escalated,1,2026-02
FCA00429,CUST10773,2026-02-14,Transaction Monitoring,Structuring,80.0,3772.97,Escalated,1,2026-02
FCA00430,CUST10833,2026-09-01,Sanctions,Name Match,72.0,178301.11,Escalated,1,2026-09
FCA00431,CUST10709,2026-01-07,Fraud,Geo Anomaly,74.0,23894.08,Escalated,1,2026-01
FCA00432,CUST10623,2026-06-20,Transaction Monitoring,Unusual Volume,26.0,2404.13,Closed - Explained,0,2026-06
FCA00433,CUST11104,2026-05-29,Sanctions,Watchlist Exposure,87.0,70468.23,Escalated,1,2026-05
FCA00434,CUST10000,2026-06-03,Transaction Monitoring,High-Risk Wire,72.0,4984.85,Closed - Explained,0,2026-06
FCA00435,CUST11178,2026-02-19,Fraud,Velocity Spike,58.0,279820.19,Closed - Explained,0,2026-02
FCA00436,CUST10515,2026-04-07,Transaction Monitoring,Unusual Volume,78.0,40264.5,Escalated,1,2026-04
FCA00437,CUST10520,2026-01-27,KYC/EDD,Source of Funds,93.0,8042.27,Closed - Explained,0,2026-01
FCA00438,CUST10560,2026-09-21,Transaction Monitoring,High-Risk Wire,76.0,20154.52,Closed - Explained,0,2026-09
FCA00439,CUST10176,2026-09-19,Sanctions,Name Match,37.0,4413.72,Closed - Explained,0,2026-09
FCA00440,CUST10204,2026-08-01,Fraud,Geo Anomaly,51.0,17597.3,Escalated,1,2026-08
FCA00441,CUST10163,2026-08-03,Sanctions,Watchlist Exposure,66.0,8341.34,Closed - Explained,0,2026-08
FCA00442,CUST11168,2026-01-13,Transaction Monitoring,Structuring,91.0,13977.08,Escalated,1,2026-01
FCA00443,CUST10294,2026-07-04,Transaction Monitoring,Structuring,46.0,46016.14,Closed - Explained,0,2026-07
FCA00444,CUST10582,2026-02-03,KYC/EDD,Adverse Media,100.0,41973.74,Closed - Explained,0,2026-02
FCA00445,CUST10157,2026-04-17,KYC/EDD,KYC Refresh,27.0,69972.81,Closed - Explained,0,2026-04
FCA00446,CUST11065,2026-02-20,Fraud,Account Takeover,69.0,49008.85,Closed - Explained,0,2026-02
FCA00447,CUST11039,2026-05-01,Fraud,Velocity Spike,35.0,18857.67,Escalated,1,2026-05
FCA00448,CUST11055,2026-02-18,Transaction Monitoring,Rapid Movement,88.0,15337.16,Escalated,1,2026-02
FCA00449,CUST10734,2026-06-03,Transaction Monitoring,Structuring,44.0,83909.33,Escalated,1,2026-06
FCA00450,CUST10610,2026-03-02,Transaction Monitoring,High-Risk Wire,84.0,7299.42,Escalated,1,2026-03
FCA00451,CUST10072,2026-05-20,Transaction Monitoring,Rapid Movement,59.0,56075.52,Closed - Explained,0,2026-05
FCA00452,CUST10602,2026-04-10,Transaction Monitoring,Structuring,51.0,12185.5,Escalated,1,2026-04
FCA00453,CUST11092,2026-04-29,Transaction Monitoring,Structuring,63.0,43433.72,Closed - Explained,0,2026-04
FCA00454,CUST10857,2026-01-10,Sanctions,Watchlist Exposure,67.0,47102.29,Closed - Explained,0,2026-01
FCA00455,CUST10993,2026-01-28,Fraud,Suspicious Merchant,26.0,7961.26,Escalated,1,2026-01
FCA00456,CUST10224,2026-09-08,Transaction Monitoring,Structuring,64.0,31687.26,Closed - Explained,0,2026-09
FCA00457,CUST10303,2026-03-09,Fraud,Geo Anomaly,30.0,8725.68,Closed - Explained,0,2026-03
FCA00458,CUST11050,2026-09-07,Transaction Monitoring,Unusual Volume,58.0,51705.06,Closed - Explained,0,2026-09
FCA00459,CUST10291,2026-09-05,Transaction Monitoring,Unusual Volume,68.0,51143.73,Escalated,1,2026-09
FCA00460,CUST10589,2026-03-28,Sanctions,Watchlist Exposure,41.0,39833.34,Escalated,1,2026-03
FCA00461,CUST10505,2026-08-07,Transaction Monitoring,High-Risk Wire,34.0,17882.81,Closed - Explained,0,2026-08
FCA00462,CUST10277,2026-07-27,Transaction Monitoring,Rapid Movement,34.0,200441.68,Closed - Explained,0,2026-07
FCA00463,CUST10123,2026-05-11,Fraud,Geo Anomaly,53.0,66428.14,Closed - Explained,0,2026-05
FCA00464,CUST10947,2026-03-03,Transaction Monitoring,Structuring,65.0,40560.94,Escalated,1,2026-03
FCA00465,CUST10463,2026-09-06,Transaction Monitoring,Unusual Volume,89.0,33360.29,Escalated,1,2026-09
FCA00466,CUST10145,2026-09-05,Fraud,Account Takeover,38.0,9858.73,Closed - Explained,0,2026-09
FCA00467,CUST10741,2026-01-16,KYC/EDD,PEP Exposure,94.0,16886.15,Escalated,1,2026-01
FCA00468,CUST11112,2026-08-01,Fraud,Geo Anomaly,51.0,4707.37,Closed - Explained,0,2026-08
FCA00469,CUST10954,2026-09-13,Transaction Monitoring,Structuring,36.0,24741.52,Closed - Explained,0,2026-09
FCA00470,CUST11103,2026-09-05,Transaction Monitoring,High-Risk Wire,30.0,14355.32,Closed - Explained,0,2026-09
FCA00471,CUST11138,2026-09-08,Transaction Monitoring,Structuring,55.0,93938.83,Closed - Explained,0,2026-09
FCA00472,CUST10407,2026-01-23,Transaction Monitoring,High-Risk Wire,59.0,9889.68,Escalated,1,2026-01
FCA00473,CUST10784,2026-06-25,Transaction Monitoring,Unusual Volume,50.0,26717.22,Closed - Explained,0,2026-06
FCA00474,CUST10535,2026-01-17,Fraud,Suspicious Merchant,84.0,45487.07,Closed - Explained,0,2026-01
FCA00475,CUST10290,2026-06-14,Transaction Monitoring,High-Risk Wire,44.0,13572.55,Closed - Explained,0,2026-06
FCA00476,CUST10587,2026-04-23,Sanctions,Name Match,41.0,62886.15,Closed - Explained,0,2026-04
FCA00477,CUST10812,2026-02-09,Fraud,Account Takeover,29.0,51526.72,Closed - Explained,0,2026-02
FCA00478,CUST10513,2026-05-02,Transaction Monitoring,High-Risk Wire,93.0,40686.51,Escalated,1,2026-05
FCA00479,CUST10492,2026-01-10,KYC/EDD,PEP Exposure,39.0,19681.29,Closed - Explained,0,2026-01
FCA00480,CUST10612,2026-05-17,Transaction Monitoring,Rapid Movement,49.0,37028.62,Closed - Explained,0,2026-05
FCA00481,CUST10352,2026-08-30,Sanctions,Watchlist Exposure,62.0,101785.35,Closed - Explained,0,2026-08
FCA00482,CUST10685,2026-04-17,Sanctions,Name Match,42.0,9229.73,Closed - Explained,0,2026-04
FCA00483,CUST11189,2026-05-03,Sanctions,High-Risk Geography,96.0,4114.62,Escalated,1,2026-05
