transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_id,counterparty_country,high_risk_geo_flag
TX505837,CUST10015,2026-04-13,Wire,Debit,3687.79,CP02226,Canada,0
TX505838,CUST10635,2026-05-22,P2P,Debit,13771.06,CP01505,Russia,1
TX505839,CUST11060,2026-02-14,P2P,Debit,16584.26,CP02113,United States,0
TX505840,CUST10349,2026-02-27,Wire,Debit,34338.61,CP05207,China,0
TX505841,CUST11015,2026-08-29,Card,Credit,4258.25,CP03932,Russia,1
TX505842,CUST10206,2026-08-09,Wire,Credit,10750.72,CP02354,Russia,1
TX505843,CUST11156,2026-03-13,Cash,Debit,15380.58,CP05169,United States,0
TX505844,CUST10753,2026-07-15,Wire,Debit,11346.29,CP03602,Mexico,0
TX505845,CUST10235,2026-03-28,Check,Credit,6806.67,CP04070,Nigeria,1
TX505846,CUST10888,2026-02-08,Check,Debit,9733.48,CP00825,United States,0
TX505847,CUST10196,2026-07-25,P2P,Debit,4655.6,CP02612,Russia,1
TX505848,CUST11090,2026-07-04,Wire,Debit,4399.85,CP06234,Russia,1
TX505849,CUST10123,2026-05-14,ACH,Debit,31574.62,CP00804,China,0
TX505850,CUST10468,2026-01-05,ACH,Credit,1994.86,CP04288,Nigeria,1
TX505851,CUST10104,2026-05-23,Wire,Credit,16399.25,CP04285,Mexico,0
TX505852,CUST10071,2026-05-14,Cash,Credit,10611.04,CP01605,United Kingdom,0
TX505853,CUST10657,2026-01-22,P2P,Debit,3893.86,CP02240,Turkey,1
TX505854,CUST10791,2026-05-09,Check,Debit,28261.64,CP03278,United Arab Emirates,1
TX505855,CUST10879,2026-03-03,P2P,Debit,3537.64,CP03761,Nigeria,1
TX505856,CUST10694,2026-01-10,P2P,Debit,4562.07,CP02557,Mexico,0
TX505857,CUST11053,2026-05-16,Card,Debit,13401.12,CP02990,Mexico,0
TX505858,CUST10949,2026-06-07,P2P,Debit,6119.23,CP05559,China,0
TX505859,CUST10691,2026-09-25,P2P,Credit,1877.52,CP06232,Russia,1
TX505860,CUST10567,2026-08-03,Card,Debit,59856.22,CP00408,Russia,1
TX505861,CUST10879,2026-03-11,Wire,Credit,14756.79,CP00291,Russia,1
TX505862,CUST10945,2026-07-05,Cash,Debit,1603.32,CP02508,United Kingdom,0
TX505863,CUST10713,2026-08-23,Wire,Credit,27106.03,CP00802,Nigeria,1
TX505864,CUST10276,2026-05-01,Check,Debit,1980.34,CP05403,United Kingdom,0
TX505865,CUST10793,2026-06-28,ACH,Credit,7636.73,CP03848,Canada,0
TX505866,CUST11166,2026-01-28,Cash,Credit,21810.55,CP01916,China,0
TX505867,CUST10606,2026-07-06,Card,Debit,339.42,CP05153,United States,0
TX505868,CUST10699,2026-05-19,Cash,Debit,4959.46,CP04846,United States,0
TX505869,CUST10140,2026-04-14,ACH,Debit,2499.87,CP03697,Nigeria,1
TX505870,CUST10269,2026-03-29,Card,Debit,16628.76,CP02158,Russia,1
TX505871,CUST10608,2026-07-11,ACH,Credit,5201.16,CP03598,Canada,0
TX505872,CUST10736,2026-09-15,Wire,Credit,105423.24,CP02565,United States,0
TX505873,CUST10812,2026-02-20,Check,Credit,1941.33,CP00136,United States,0
TX505874,CUST10141,2026-03-22,Card,Debit,8634.61,CP05660,Nigeria,1
TX505875,CUST10718,2026-08-29,Card,Debit,31092.86,CP00769,Turkey,1
TX505876,CUST10144,2026-04-30,Wire,Debit,4222.4,CP05088,United States,0
TX505877,CUST11022,2026-04-25,ACH,Credit,20053.75,CP02023,India,0
TX505878,CUST10262,2026-03-25,Check,Debit,25377.74,CP02525,Turkey,1
TX505879,CUST10583,2026-03-28,Check,Debit,28825.94,CP03482,Mexico,0
TX505880,CUST10596,2026-08-09,P2P,Credit,1389.68,CP04512,Canada,0
TX505881,CUST10209,2026-03-20,Cash,Credit,7209.97,CP03974,India,0
TX505882,CUST10637,2026-02-04,P2P,Credit,8673.98,CP00938,Turkey,1
TX505883,CUST10200,2026-06-05,P2P,Debit,3725.47,CP05070,Nigeria,1
TX505884,CUST10430,2026-09-21,Wire,Debit,8722.52,CP03795,India,0
TX505885,CUST10377,2026-08-02,Wire,Debit,2349.77,CP05682,Russia,1
TX505886,CUST10311,2026-08-16,Cash,Debit,16451.22,CP03284,India,0
TX505887,CUST10653,2026-08-22,Wire,Debit,894.44,CP04105,India,0
TX505888,CUST10163,2026-09-03,Cash,Credit,29974.94,CP04344,Mexico,0
TX505889,CUST10447,2026-04-15,Cash,Debit,1305.44,CP00103,India,0
TX505890,CUST10456,2026-08-01,Cash,Credit,4050.04,CP04972,Mexico,0
TX505891,CUST10580,2026-02-14,Cash,Debit,12548.22,CP06366,China,0
TX505892,CUST11134,2026-06-03,Card,Credit,11623.08,CP02661,Canada,0
TX505893,CUST10572,2026-06-16,Cash,Credit,2599.48,CP00818,Canada,0
TX505894,CUST10281,2026-04-25,Check,Debit,1935.49,CP01644,Canada,0
TX505895,CUST10587,2026-06-18,Check,Debit,4174.38,CP00607,India,0
TX505896,CUST10935,2026-07-23,ACH,Debit,2690.75,CP01995,China,0
TX505897,CUST10737,2026-03-01,ACH,Credit,15283.74,CP05555,Canada,0
TX505898,CUST11159,2026-03-17,Cash,Credit,16449.38,CP03133,United Arab Emirates,1
TX505899,CUST11068,2026-04-18,Card,Debit,5665.02,CP04198,United Arab Emirates,1
TX505900,CUST10528,2026-09-02,ACH,Credit,5309.12,CP03747,United Kingdom,0
TX505901,CUST10353,2026-04-30,Card,Credit,2094.39,CP04572,Canada,0
TX505902,CUST10300,2026-04-20,Card,Credit,2780.97,CP01356,United States,0
TX505903,CUST10661,2026-04-30,ACH,Debit,5357.75,CP00854,Russia,1
TX505904,CUST10042,2026-07-02,Check,Credit,9279.76,CP01495,Mexico,0
TX505905,CUST10440,2026-08-09,Card,Credit,12657.74,CP02843,United States,0
TX505906,CUST10398,2026-06-09,Check,Debit,6672.14,CP02644,United Kingdom,0
TX505907,CUST10747,2026-07-06,Card,Debit,31341.65,CP05874,Canada,0
TX505908,CUST10884,2026-07-31,Check,Credit,11606.22,CP01647,United Arab Emirates,1
TX505909,CUST10333,2026-09-04,Cash,Credit,16157.83,CP01859,United States,0
TX505910,CUST10362,2026-01-01,P2P,Debit,3160.9,CP05670,United Arab Emirates,1
TX505911,CUST11002,2026-03-27,Cash,Credit,26513.74,CP00609,Mexico,0
TX505912,CUST10628,2026-08-20,ACH,Credit,2644.61,CP02153,Russia,1
TX505913,CUST10377,2026-04-23,ACH,Credit,2040.57,CP04346,United States,0
TX505914,CUST10650,2026-06-16,P2P,Debit,5032.58,CP05475,United States,0
TX505915,CUST10908,2026-09-22,Check,Credit,6735.43,CP03283,Russia,1
TX505916,CUST10499,2026-05-19,Wire,Credit,2182.78,CP02287,Russia,1
TX505917,CUST10492,2026-09-17,Check,Credit,2265.87,CP00265,Turkey,1
TX505918,CUST10554,2026-01-22,P2P,Credit,18050.78,CP02732,United States,0
TX505919,CUST10030,2026-09-20,Card,Credit,7535.66,CP01035,China,0
TX505920,CUST10806,2026-05-10,ACH,Debit,4036.05,CP04402,Canada,0
TX505921,CUST10501,2026-09-12,P2P,Credit,2259.37,CP03799,United Arab Emirates,1
TX505922,CUST10664,2026-01-18,Card,Debit,1042.08,CP03438,Nigeria,1
TX505923,CUST10496,2026-09-16,Card,Debit,6739.55,CP05823,Turkey,1
TX505924,CUST10481,2026-03-19,Card,Debit,11224.35,CP05520,Russia,1
TX505925,CUST10515,2026-07-19,Cash,Credit,4288.22,CP01400,United Kingdom,0
TX505926,CUST10195,2026-01-02,ACH,Credit,4930.74,CP04874,India,0
TX505927,CUST10983,2026-06-29,P2P,Debit,12724.67,CP01692,United States,0
TX505928,CUST10786,2026-09-12,Wire,Credit,15441.7,CP04971,China,0
TX505929,CUST11104,2026-06-08,Check,Debit,3540.25,CP03771,Russia,1
TX505930,CUST10312,2026-06-11,Cash,Debit,1886.29,CP00329,United Kingdom,0
TX505931,CUST10895,2026-08-28,ACH,Credit,2778.27,CP01596,Mexico,0
TX505932,CUST10746,2026-01-07,Card,Credit,25179.65,CP01697,Mexico,0
TX505933,CUST10230,2026-07-20,Wire,Debit,8274.74,CP00560,Canada,0
TX505934,CUST10635,2026-03-20,Cash,Debit,2644.93,CP06380,Nigeria,1
TX505935,CUST10070,2026-08-29,Card,Debit,5611.55,CP02416,United Arab Emirates,1
TX505936,CUST10297,2026-09-14,Check,Debit,1873.75,CP05134,Turkey,1
TX505937,CUST10741,2026-06-27,ACH,Debit,10674.3,CP02472,Nigeria,1
TX505938,CUST10297,2026-01-02,ACH,Credit,38015.87,CP02419,Mexico,0
TX505939,CUST11160,2026-04-09,Card,Debit,27800.72,CP06210,United Kingdom,0
TX505940,CUST10955,2026-05-11,P2P,Debit,3042.3,CP05079,Mexico,0
TX505941,CUST10139,2026-08-27,ACH,Credit,8047.57,CP03499,India,0
TX505942,CUST10857,2026-09-08,ACH,Credit,22111.7,CP00039,Mexico,0
TX505943,CUST10286,2026-07-21,ACH,Debit,17866.91,CP06294,United Arab Emirates,1
TX505944,CUST10896,2026-06-15,Cash,Credit,4172.66,CP00380,Nigeria,1
TX505945,CUST11193,2026-08-08,Wire,Debit,8406.77,CP02725,United Kingdom,0
TX505946,CUST10720,2026-06-23,ACH,Debit,17461.69,CP00819,Turkey,1
TX505947,CUST10746,2026-08-14,Cash,Credit,14302.86,CP03830,United States,0
TX505948,CUST10478,2026-01-04,Wire,Debit,9339.24,CP00424,India,0
TX505949,CUST10835,2026-03-29,ACH,Debit,4599.69,CP01160,United Kingdom,0
TX505950,CUST10180,2026-01-14,Check,Credit,50971.1,CP02253,China,0
TX505951,CUST11168,2026-02-09,Card,Debit,5974.15,CP02920,China,0
TX505952,CUST10866,2026-09-08,ACH,Debit,2230.59,CP04016,China,0
TX505953,CUST10229,2026-03-24,Card,Credit,3851.1,CP02025,United Kingdom,0
TX505954,CUST11089,2026-01-19,Wire,Credit,52023.73,CP02351,Turkey,1
TX505955,CUST10147,2026-09-06,Wire,Credit,15047.46,CP02877,United Kingdom,0
TX505956,CUST10375,2026-04-12,P2P,Debit,1598.48,CP02362,United Arab Emirates,1
TX505957,CUST10358,2026-05-12,Check,Credit,6946.07,CP01502,Canada,0
TX505958,CUST10517,2026-08-11,Wire,Debit,8944.71,CP03745,Canada,0
TX505959,CUST10069,2026-01-26,Card,Credit,6477.58,CP06498,China,0
TX505960,CUST10970,2026-06-04,ACH,Debit,10545.79,CP04836,Russia,1
TX505961,CUST10210,2026-03-11,Cash,Debit,10326.02,CP02153,United Kingdom,0
TX505962,CUST10950,2026-01-02,ACH,Debit,11534.01,CP02079,Mexico,0
TX505963,CUST10555,2026-07-26,Cash,Debit,10055.66,CP05784,Canada,0
TX505964,CUST10275,2026-02-20,Card,Credit,3524.13,CP05472,Russia,1
TX505965,CUST11034,2026-04-28,Wire,Credit,1612.9,CP03692,Mexico,0
TX505966,CUST10659,2026-05-16,P2P,Credit,5172.41,CP02636,Canada,0
TX505967,CUST11103,2026-01-05,P2P,Credit,6302.57,CP05255,United States,0
TX505968,CUST10553,2026-02-15,Card,Debit,47270.58,CP00155,United Kingdom,0
TX505969,CUST11160,2026-08-13,Wire,Debit,1754.13,CP06209,Russia,1
TX505970,CUST10029,2026-08-14,P2P,Debit,11495.2,CP05572,Russia,1
TX505971,CUST10450,2026-02-17,Wire,Credit,10260.38,CP06080,India,0
TX505972,CUST11147,2026-07-10,Cash,Credit,16057.47,CP04467,Nigeria,1
TX505973,CUST10892,2026-09-02,Wire,Debit,10836.42,CP02386,United Kingdom,0
TX505974,CUST10618,2026-01-20,Wire,Credit,15184.33,CP05043,Russia,1
TX505975,CUST10527,2026-03-05,P2P,Credit,1856.93,CP00429,China,0
TX505976,CUST10565,2026-04-21,ACH,Credit,2826.01,CP01818,United States,0
TX505977,CUST10660,2026-07-14,Wire,Debit,1191.47,CP04353,Russia,1
TX505978,CUST11053,2026-02-13,ACH,Credit,4237.98,CP01331,United Kingdom,0
TX505979,CUST10708,2026-08-11,Check,Debit,564.41,CP03037,Mexico,0
TX505980,CUST10688,2026-01-21,Wire,Debit,24522.31,CP05394,Russia,1
TX505981,CUST10230,2026-05-29,P2P,Credit,23078.16,CP05226,United Kingdom,0
TX505982,CUST10651,2026-02-27,Check,Credit,19770.48,CP02140,Russia,1
TX505983,CUST10301,2026-01-14,P2P,Debit,10952.28,CP04808,Turkey,1
TX505984,CUST10280,2026-03-15,ACH,Credit,5369.37,CP00016,China,0
TX505985,CUST10342,2026-01-17,P2P,Credit,5049.76,CP04668,Nigeria,1
TX505986,CUST10811,2026-06-28,Card,Debit,24810.66,CP01286,China,0
TX505987,CUST10928,2026-03-19,Wire,Debit,2816.42,CP05009,China,0
TX505988,CUST10945,2026-08-21,Wire,Debit,1577.92,CP00844,Canada,0
TX505989,CUST11115,2026-08-17,P2P,Debit,16943.7,CP05231,United States,0
TX505990,CUST10442,2026-02-15,Check,Credit,56616.47,CP05072,Nigeria,1
TX505991,CUST10718,2026-05-23,ACH,Credit,4176.48,CP05442,United Kingdom,0
TX505992,CUST10439,2026-01-02,ACH,Credit,23397.36,CP00833,Nigeria,1
TX505993,CUST10836,2026-01-20,Card,Credit,2458.98,CP05659,United Kingdom,0
TX505994,CUST10016,2026-06-13,P2P,Credit,3859.7,CP01088,Turkey,1
TX505995,CUST11167,2026-02-06,Wire,Credit,14622.0,CP01441,Russia,1
TX505996,CUST11070,2026-06-12,Cash,Debit,6152.18,CP03863,Mexico,0
TX505997,CUST10812,2026-06-06,P2P,Debit,76707.88,CP00660,United Arab Emirates,1
TX505998,CUST11026,2026-05-20,Cash,Debit,6716.27,CP03966,Mexico,0
TX505999,CUST10347,2026-07-20,Cash,Debit,2543.03,CP03933,Mexico,0
TX506000,CUST11083,2026-02-22,Cash,Credit,17373.23,CP00672,United Kingdom,0
TX506001,CUST11122,2026-02-27,ACH,Credit,13624.93,CP03117,Turkey,1
TX506002,CUST10237,2026-09-28,ACH,Debit,2968.15,CP01865,Mexico,0
TX506003,CUST10651,2026-04-06,Card,Credit,4020.33,CP05228,Turkey,1
TX506004,CUST10304,2026-07-27,Check,Credit,47426.79,CP03485,Nigeria,1
TX506005,CUST10350,2026-05-18,Cash,Credit,22391.88,CP03195,Turkey,1
TX506006,CUST10953,2026-08-17,Wire,Debit,20389.53,CP03240,Russia,1
TX506007,CUST10219,2026-06-15,Check,Credit,7969.95,CP05111,United Arab Emirates,1
TX506008,CUST10200,2026-04-20,Cash,Debit,8143.9,CP06324,United Arab Emirates,1
TX506009,CUST10632,2026-05-18,P2P,Credit,2143.87,CP04794,United Kingdom,0
TX506010,CUST10358,2026-04-28,Wire,Debit,6229.73,CP03226,Turkey,1
TX506011,CUST10167,2026-03-31,Wire,Debit,2041.33,CP02090,Canada,0
TX506012,CUST11197,2026-03-15,Wire,Debit,3677.09,CP03825,United Kingdom,0
TX506013,CUST11029,2026-06-19,Cash,Credit,1906.04,CP03842,United Kingdom,0
TX506014,CUST10244,2026-05-22,Check,Debit,795.8,CP01188,United Arab Emirates,1
TX506015,CUST10057,2026-03-26,Cash,Debit,6565.48,CP00576,United Arab Emirates,1
TX506016,CUST10507,2026-04-24,Card,Debit,8011.68,CP03302,Russia,1
TX506017,CUST10575,2026-07-08,P2P,Credit,695.19,CP00655,United States,0
TX506018,CUST10171,2026-08-24,Check,Credit,3501.26,CP02495,Russia,1
TX506019,CUST10481,2026-04-07,P2P,Debit,2226.45,CP01654,Turkey,1
TX506020,CUST10145,2026-04-01,P2P,Credit,43770.34,CP01232,Canada,0
TX506021,CUST10754,2026-07-29,P2P,Credit,2273.21,CP02265,Russia,1
TX506022,CUST10945,2026-05-21,Card,Credit,16685.22,CP00022,Mexico,0
TX506023,CUST10202,2026-03-24,P2P,Debit,1845.28,CP00018,Canada,0
TX506024,CUST10503,2026-06-07,Card,Credit,6777.09,CP05244,United Arab Emirates,1
TX506025,CUST10269,2026-09-22,Cash,Debit,16343.98,CP02353,United Kingdom,0
TX506026,CUST10091,2026-09-01,ACH,Debit,4586.25,CP02548,Canada,0
TX506027,CUST10100,2026-05-26,Cash,Credit,1542.67,CP04317,Canada,0
TX506028,CUST10923,2026-04-16,P2P,Debit,2254.19,CP02396,Nigeria,1
TX506029,CUST10712,2026-05-01,Card,Debit,3578.06,CP03213,Turkey,1
TX506030,CUST10737,2026-09-18,Card,Credit,8537.01,CP05362,Canada,0
TX506031,CUST10059,2026-08-17,Cash,Credit,11785.22,CP03692,United Arab Emirates,1
TX506032,CUST10428,2026-01-25,Card,Credit,6730.95,CP00436,United Kingdom,0
TX506033,CUST10111,2026-03-14,ACH,Credit,4243.44,CP02071,Mexico,0
TX506034,CUST11146,2026-02-12,Card,Credit,7121.47,CP05967,United Arab Emirates,1
TX506035,CUST10835,2026-04-16,Card,Debit,8438.97,CP03531,Canada,0
TX506036,CUST10454,2026-05-13,Cash,Debit,14729.74,CP05158,Russia,1
TX506037,CUST10068,2026-09-20,Card,Debit,12890.24,CP00293,Nigeria,1
TX506038,CUST10040,2026-07-14,Cash,Credit,1336.99,CP02345,Nigeria,1
TX506039,CUST10583,2026-06-13,Card,Credit,3531.25,CP02506,Canada,0
TX506040,CUST10020,2026-06-15,P2P,Debit,1873.87,CP02238,Canada,0
TX506041,CUST11168,2026-04-22,Check,Debit,1088.85,CP00002,United Arab Emirates,1
TX506042,CUST11150,2026-02-05,Card,Debit,1937.16,CP01321,United States,0
TX506043,CUST11146,2026-06-03,ACH,Credit,6866.41,CP02836,Russia,1
TX506044,CUST10165,2026-06-06,Cash,Debit,7873.91,CP03509,China,0
TX506045,CUST10854,2026-07-12,ACH,Debit,9237.82,CP06350,Canada,0
TX506046,CUST10881,2026-04-24,Card,Debit,27535.17,CP05970,Nigeria,1
TX506047,CUST10537,2026-08-28,ACH,Debit,1637.22,CP06092,United States,0
TX506048,CUST11089,2026-07-25,Card,Credit,21178.15,CP03829,United Arab Emirates,1
TX506049,CUST10060,2026-08-09,ACH,Credit,7934.26,CP05968,China,0
TX506050,CUST11057,2026-08-15,P2P,Credit,7210.72,CP00303,Turkey,1
TX506051,CUST10872,2026-09-11,ACH,Credit,24908.67,CP00259,United States,0
TX506052,CUST10707,2026-07-25,ACH,Debit,3478.89,CP03596,United Kingdom,0
TX506053,CUST10996,2026-08-16,Check,Credit,7327.36,CP03441,United Kingdom,0
TX506054,CUST10527,2026-09-14,P2P,Debit,34596.0,CP01311,United Kingdom,0
TX506055,CUST10827,2026-03-13,Wire,Debit,8293.2,CP04091,Mexico,0
TX506056,CUST10909,2026-07-05,Card,Debit,29643.86,CP00533,Mexico,0
TX506057,CUST11141,2026-03-20,P2P,Credit,15875.53,CP01437,India,0
TX506058,CUST10075,2026-04-23,Wire,Credit,2754.8,CP02606,United Arab Emirates,1
TX506059,CUST11121,2026-06-13,ACH,Credit,4678.67,CP01419,United Arab Emirates,1
TX506060,CUST11054,2026-04-04,Wire,Credit,4607.34,CP02591,Canada,0
TX506061,CUST10852,2026-08-21,Card,Debit,2995.62,CP02047,Russia,1
TX506062,CUST10191,2026-02-18,Cash,Debit,1237.24,CP03890,Mexico,0
TX506063,CUST10094,2026-08-23,ACH,Credit,5887.46,CP02271,United States,0
TX506064,CUST10410,2026-05-05,Cash,Credit,16035.22,CP04868,United Kingdom,0
TX506065,CUST10925,2026-05-02,Cash,Credit,11937.7,CP02800,India,0
TX506066,CUST11166,2026-01-24,Wire,Debit,4316.31,CP04347,Nigeria,1
TX506067,CUST11027,2026-01-12,ACH,Credit,25996.03,CP03936,India,0
TX506068,CUST10164,2026-01-04,Check,Debit,11069.66,CP03199,Nigeria,1
TX506069,CUST11199,2026-05-04,Card,Debit,1087.12,CP03574,Russia,1
TX506070,CUST10095,2026-03-25,Card,Debit,19532.36,CP05083,Mexico,0
TX506071,CUST10430,2026-08-20,Wire,Debit,9154.39,CP00193,Nigeria,1
TX506072,CUST10180,2026-08-19,Check,Debit,6176.24,CP00283,Canada,0
TX506073,CUST10941,2026-04-06,P2P,Debit,13273.15,CP04556,Nigeria,1
TX506074,CUST10700,2026-04-25,Wire,Credit,11649.6,CP04224,China,0
TX506075,CUST11167,2026-07-13,Check,Debit,6629.7,CP06325,Russia,1
TX506076,CUST10640,2026-08-23,ACH,Credit,17202.96,CP01039,India,0
TX506077,CUST10885,2026-03-29,Check,Debit,8703.99,CP02562,United States,0
TX506078,CUST10777,2026-08-06,Check,Credit,3866.17,CP01050,United Arab Emirates,1
TX506079,CUST10313,2026-03-16,Card,Debit,9918.99,CP01764,India,0
TX506080,CUST10180,2026-09-06,Card,Debit,1161.79,CP06312,United States,0
TX506081,CUST10582,2026-07-28,P2P,Debit,1624.77,CP02180,China,0
TX506082,CUST10414,2026-03-30,ACH,Debit,13071.34,CP03034,India,0
TX506083,CUST10701,2026-07-03,Card,Credit,12218.34,CP00950,China,0
TX506084,CUST10575,2026-09-06,Card,Credit,4053.41,CP02376,United Kingdom,0
TX506085,CUST10335,2026-02-24,Card,Debit,4321.04,CP00609,Russia,1
TX506086,CUST10532,2026-02-17,Wire,Debit,2598.46,CP01630,United Kingdom,0
TX506087,CUST10662,2026-08-20,ACH,Credit,7556.07,CP05171,India,0
TX506088,CUST10665,2026-03-22,ACH,Credit,4669.91,CP00315,China,0
TX506089,CUST11134,2026-09-06,ACH,Debit,7119.2,CP05673,Nigeria,1
TX506090,CUST10868,2026-03-28,ACH,Debit,4907.19,CP05789,Russia,1
TX506091,CUST10052,2026-02-08,ACH,Credit,15596.02,CP03979,Canada,0
TX506092,CUST10916,2026-07-10,ACH,Credit,8714.06,CP06179,United Kingdom,0
TX506093,CUST10176,2026-03-20,Card,Credit,2008.1,CP06460,India,0
TX506094,CUST10765,2026-02-07,Wire,Debit,4551.45,CP03732,Turkey,1
TX506095,CUST10935,2026-06-02,Wire,Debit,141866.33,CP01957,Turkey,1
TX506096,CUST10256,2026-03-02,ACH,Credit,1726.18,CP04511,Mexico,0
TX506097,CUST10557,2026-04-19,ACH,Debit,2592.5,CP01126,Canada,0
TX506098,CUST10346,2026-07-28,ACH,Credit,4681.6,CP05292,Canada,0
TX506099,CUST10468,2026-05-06,Wire,Debit,8449.45,CP03946,United States,0
TX506100,CUST10169,2026-03-21,Wire,Credit,1461.13,CP00913,China,0
TX506101,CUST10708,2026-07-05,Wire,Credit,11550.64,CP00376,Canada,0
TX506102,CUST10811,2026-09-05,Wire,Debit,10249.59,CP05275,China,0
TX506103,CUST10079,2026-06-29,ACH,Credit,6591.52,CP06165,China,0
TX506104,CUST10784,2026-03-29,Check,Debit,2386.99,CP00439,United Kingdom,0
TX506105,CUST10073,2026-09-25,ACH,Debit,20651.63,CP00912,India,0
TX506106,CUST10711,2026-02-16,Card,Debit,13615.56,CP03572,Turkey,1
TX506107,CUST10813,2026-09-07,Wire,Debit,1531.1,CP05386,Canada,0
TX506108,CUST10109,2026-03-30,P2P,Debit,2887.85,CP00909,Mexico,0
TX506109,CUST10130,2026-09-08,Cash,Credit,3719.02,CP05706,Russia,1
TX506110,CUST10391,2026-06-12,Wire,Debit,43497.7,CP03895,Mexico,0
TX506111,CUST10714,2026-03-10,Wire,Credit,9970.22,CP06327,Mexico,0
TX506112,CUST10898,2026-08-09,Wire,Debit,7929.76,CP03171,Turkey,1
TX506113,CUST10482,2026-04-08,Card,Credit,2278.72,CP05358,United States,0
TX506114,CUST10515,2026-07-21,P2P,Credit,14564.14,CP02392,Nigeria,1
TX506115,CUST11019,2026-04-22,Card,Debit,6746.88,CP01426,Mexico,0
TX506116,CUST10082,2026-02-28,Card,Debit,3482.31,CP03376,Nigeria,1
TX506117,CUST10379,2026-08-31,Wire,Debit,3292.42,CP01458,United States,0
TX506118,CUST10683,2026-05-16,Wire,Debit,11606.03,CP03812,Mexico,0
TX506119,CUST10069,2026-05-18,ACH,Debit,15536.62,CP01541,Mexico,0
TX506120,CUST10104,2026-03-20,P2P,Debit,2580.4,CP03833,India,0
TX506121,CUST10748,2026-09-28,Cash,Debit,9772.66,CP05671,Canada,0
TX506122,CUST10355,2026-03-07,P2P,Debit,5078.56,CP04121,United States,0
TX506123,CUST10791,2026-03-23,Wire,Debit,3770.92,CP05436,Mexico,0
TX506124,CUST10848,2026-04-22,Cash,Credit,10090.14,CP00717,Mexico,0
TX506125,CUST10682,2026-04-23,ACH,Debit,17525.38,CP06499,India,0
TX506126,CUST10217,2026-06-08,Cash,Credit,6058.97,CP05565,Nigeria,1
TX506127,CUST10440,2026-09-23,ACH,Credit,15822.59,CP04385,Turkey,1
TX506128,CUST10593,2026-02-21,Wire,Debit,1221.12,CP04239,United Kingdom,0
TX506129,CUST11097,2026-06-08,Cash,Debit,6887.65,CP00460,United Arab Emirates,1
TX506130,CUST11171,2026-07-26,P2P,Debit,12387.28,CP01215,India,0
TX506131,CUST11148,2026-02-11,Wire,Credit,6040.41,CP02950,Canada,0
TX506132,CUST10936,2026-07-12,ACH,Credit,6636.69,CP00580,India,0
TX506133,CUST11108,2026-01-27,P2P,Debit,6533.33,CP04119,Turkey,1
TX506134,CUST10440,2026-05-30,ACH,Credit,56570.0,CP05399,United Kingdom,0
TX506135,CUST10204,2026-07-10,Wire,Debit,10556.56,CP03755,India,0
TX506136,CUST10482,2026-09-25,ACH,Credit,7573.29,CP05771,China,0
TX506137,CUST11111,2026-05-22,Card,Debit,4778.73,CP05143,Nigeria,1
TX506138,CUST10204,2026-07-18,Card,Credit,6227.03,CP00085,Nigeria,1
TX506139,CUST10439,2026-08-01,Card,Credit,19945.87,CP00833,Nigeria,1
TX506140,CUST11159,2026-03-14,Card,Debit,10064.59,CP03766,Canada,0
TX506141,CUST11097,2026-07-22,Wire,Debit,847.51,CP01518,Mexico,0
TX506142,CUST10301,2026-06-26,Cash,Debit,9603.97,CP05081,Russia,1
TX506143,CUST11093,2026-06-17,P2P,Debit,1180.6,CP04939,United States,0
TX506144,CUST11197,2026-08-22,Card,Credit,3600.33,CP03733,United Arab Emirates,1
TX506145,CUST10570,2026-04-11,ACH,Credit,5076.12,CP01540,United Arab Emirates,1
TX506146,CUST10065,2026-05-12,Cash,Debit,19681.94,CP02322,United Arab Emirates,1
TX506147,CUST10831,2026-06-28,Wire,Credit,1990.95,CP02061,Russia,1
TX506148,CUST10902,2026-02-27,Card,Debit,25663.89,CP03252,United Kingdom,0
TX506149,CUST11016,2026-07-28,ACH,Debit,6286.29,CP04823,United Kingdom,0
TX506150,CUST10642,2026-04-16,Cash,Debit,6656.91,CP04698,China,0
TX506151,CUST10944,2026-03-09,ACH,Credit,15249.79,CP00574,Nigeria,1
TX506152,CUST10463,2026-06-01,Cash,Credit,24224.19,CP03591,Russia,1
TX506153,CUST10934,2026-02-24,Card,Credit,7808.71,CP02467,United Arab Emirates,1
TX506154,CUST11153,2026-08-14,Wire,Credit,10890.63,CP02846,Russia,1
TX506155,CUST10112,2026-02-04,Wire,Credit,7339.53,CP03055,China,0
TX506156,CUST10376,2026-06-16,Wire,Debit,2755.64,CP03013,Turkey,1
TX506157,CUST10735,2026-02-03,Card,Debit,11324.68,CP05755,Nigeria,1
TX506158,CUST10710,2026-01-30,ACH,Debit,17888.16,CP00746,United Kingdom,0
TX506159,CUST10290,2026-06-07,Card,Credit,2654.14,CP01449,United Arab Emirates,1
TX506160,CUST10511,2026-03-21,Card,Credit,6807.71,CP01176,Nigeria,1
TX506161,CUST10423,2026-06-08,Cash,Debit,20934.13,CP00915,Nigeria,1
TX506162,CUST10841,2026-07-13,Cash,Debit,289.2,CP01687,United Kingdom,0
TX506163,CUST11123,2026-07-17,Wire,Credit,11936.84,CP06472,United Kingdom,0
TX506164,CUST10498,2026-08-30,Card,Debit,13527.56,CP00892,Russia,1
